winery,wine,year,rating,num_reviews,region,price,type,body,acidity
Sierra Cantabria,Finca el Bosque,2017.0,4.5,103,Rioja,84.36,Rioja Red,4.0,3.0
Trus,Pico de Luyas,2016.0,4.5,103,Ribera del Duero,47.95,Ribera Del Duero Red,5.0,3.0
Juan Gil,Bruto,2019.0,4.5,104,Jumilla,32.5,Monastrell,5.0,3.0
Mestres,Mas Via Gran Reserva Brut,2004.0,4.5,102,Cava,40.33,Cava,2.0,3.0
Quinta de la Quietud,La Mula de la Quietud,2016.0,4.5,99,Toro,62.0,Toro Red,5.0,3.0
Chivite,Navarra Coleccion 125 Blanco,2018.0,4.5,97,Navarra,49.1,Chardonnay,4.0,3.0
Marques de Murrieta,Dalmau Rioja,2015.0,4.5,97,Rioja,75.0,Rioja Red,4.0,3.0
Toro Albala,Don PX Vieja Cosecha,1973.0,4.5,95,Montilla-Moriles,113.0,Pedro Ximenez,5.0,1.0
Bodega Ribas,Ribas de Cabrera,2018.0,4.5,94,Mallorca,68.4059721390231,Red,4.0,3.0
Vinas del Cenit,Cenit,2012.0,4.5,92,Tierra del Vino de Zamora,37.5,Tempranillo,4.0,2.0
Bodegas Naluar & Acediano,Acediano,2014.0,4.5,87,Ribera del Duero,74.0,Ribera Del Duero Red,5.0,3.0
Cervoles,Estrats,2009.0,4.5,81,Costers del Segre,59.82,Red,4.0,3.0
Diez Merito,Fino Imperial Amontillado 30 Anos,2016.6666666666667,4.5,81,Jerez Amontillado,94.9,Sherry,4.0,3.0
Sierra Cantabria,Finca el Bosque,2018.0,4.5,81,Rioja,85.95,Rioja Red,4.0,3.0
Familia Torres,Grans Muralles,2000.0,4.5,81,Conca de Barbera,125.05,Red,4.0,3.0
Emilio Moro,Malleolus de Valderramiro,2018.0,4.5,82,Ribera del Duero,85.55,Ribera Del Duero Red,5.0,3.0
Adama Wines,Tinto,2010.0,4.5,79,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0
Martinet,Cami Pesseroles,2014.0,4.5,78,Priorato,82.55,Priorat Red,4.0,3.0
Clos Mogador,Priorat,2019.0,4.5,76,Priorato,63.9,Priorat Red,4.0,3.0
Marques de Burgos,8000,2017.0,4.5,75,Ribera del Duero,29.95,Ribera Del Duero Red,5.0,3.0
Bodegas Mas Alta,La Basseta,2017.0,4.5,75,Priorato,58.95,Priorat Red,4.0,3.0
Artadi,La Poza de Ballesteros,2010.0,4.5,74,Vino de Espana,99.35,Tempranillo,4.0,2.0
Penafiel,Mironia Black Edition Tempranillo,2015.0,4.5,73,Ribera del Duero,49.5,Ribera Del Duero Red,5.0,3.0
Costers del Siurana,Miserere,2010.0,4.5,74,Priorato,78.5,Priorat Red,4.0,3.0
Muga,Prado Enea Gran Reserva,2015.0,4.5,72,Rioja,56.95,Rioja Red,4.0,3.0
Tobia,Alma Tobia Rioja,2015.0,4.5,72,Rioja,40.0,Rioja Red,4.0,3.0
Tresmano - Tr3smano,Tm,2016.0,4.5,71,Ribera del Duero,100.0,Tempranillo,4.0,2.0
Mas Doix,Doix,2017.0,4.5,71,Priorato,79.9,Priorat Red,4.0,3.0
Sei Solo,Tinto,2012.0,4.5,70,Ribera del Duero,63.5,Ribera Del Duero Red,5.0,3.0
Miguel Merino,La Loma,2017.0,4.5,69,Rioja Alta,38.9,Rioja Red,4.0,3.0
Virgen de la Asuncion,El Canto del Angel,2014.0,4.5,66,Ribera del Duero,59.95,Ribera Del Duero Red,5.0,3.0
Remirez de Ganuza,Rioja Blanco Reserva,2012.0,4.5,66,Rioja,65.5,Rioja White,3.0,3.0
Remirez de Ganuza,Gran Reserva,2011.0,4.5,65,Rioja,88.5,Rioja Red,4.0,3.0
Allende,Calvario Rioja,2002.0,4.5,61,Rioja,95.0,Rioja Red,4.0,3.0
Martinet,Cami Pesseroles,2012.0,4.5,60,Priorato,115.85,Priorat Red,4.0,3.0
Tarsus,Finca El Canto,2015.0,4.5,58,Ribera del Duero,89.66,Tempranillo,4.0,2.0
Hacienda Solano,Finca Cascorrales,2016.0,4.5,57,Ribera del Duero,64.3,Ribera Del Duero Red,5.0,3.0
Adama Wines,Tinto,2007.0,4.5,55,Ribera del Duero,32.0,Ribera Del Duero Red,5.0,3.0
Beronia,Rioja Gran Reserva,1994.0,4.5,54,Rioja,61.0,Rioja Red,4.0,3.0
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2014.0,4.5,53,Ribera del Duero,49.9,Ribera Del Duero Red,5.0,3.0
Enate,Reserva Especial,2006.0,4.5,53,Somontano,65.9,Red,4.0,3.0
Vina al Lado de la Casa,Altos de Las Gateras Monastrell,2013.0,4.5,51,Vino de Espana,58.19,Monastrell,5.0,3.0
Marques de la Concordia,Marques de la Concordia VSG Premium (formerly Hacienda de Susar Rioja),2016.0,4.5,50,Rioja,35.5,Rioja Red,4.0,3.0
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2013.0,4.5,49,Cava,53.7,Cava,2.0,3.0
Carmelo Rodero,Ribera del Duero TSM,2006.0,4.5,48,Ribera del Duero,40.8333333333333,Ribera Del Duero Red,5.0,3.0
Valquejigoso,V2 Tinto,2009.0,4.5,49,Madrid,43.6838985,Red,4.0,3.0
Martinet,Cami Pesseroles,2016.0,4.5,46,Priorato,79.55,Priorat Red,4.0,3.0
Cal Pla,Planots Priorat,2013.0,4.5,46,Priorato,57.0,Priorat Red,4.0,3.0
Vizcarra,Celia,2011.0,4.5,44,Ribera del Duero,60.06,Ribera Del Duero Red,5.0,3.0
Legaris,Calmo,2014.0,4.5,43,Ribera del Duero,71.9,Ribera Del Duero Red,5.0,3.0
Marques de Murrieta,Dalmau Rioja,2000.0,4.5,42,Rioja,48.5,Rioja Red,4.0,3.0
Vinicola Real,Confesor Rioja,2004.0,4.5,42,Rioja,107.5,Rioja Red,4.0,3.0
Bodegas San Roman,Cartago Paraje de Pozo,2016.0,4.5,42,Toro,77.5,Toro Red,5.0,3.0
Losada,La Bienquerida,2019.0,4.5,41,Bierzo,32.9,Mencia,3.0,3.0
Clos d'Agon,Seleccion Especial,2015.0,4.5,40,Cataluna,93.51,Red,4.0,3.0
Sacristia AB,Saca Unica,2013.0,4.5,39,Jerez-Xeres-Sherry,96.38,Sherry,4.0,3.0
Huerta de Albala,Taberner No. 1,2011.0,4.5,38,Cadiz,75.0,Red,4.0,3.0
Uvaguilera Aguilera,Palomero,2010.0,4.5,38,Ribera del Duero,44.95,Ribera Del Duero Red,5.0,3.0
Ysios,Grano a Grano,2017.0,4.5,37,Rioja,75.0,Rioja Red,4.0,3.0
Morca,Garnacha,2019.0,4.5,33,Campo de Borja,29.95,Grenache,5.0,3.0
Martinet,Cami Pesseroles,2013.0,4.5,32,Priorato,113.2,Priorat Red,4.0,3.0
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2018.0,4.5,32,Bierzo,120.0,Mencia,3.0,3.0
Castillo Perelada,Finca Garbet,2015.0,4.5,32,Emporda,89.9,Syrah,4.0,3.0
Vinicola Real,200 Monges Rioja Reserva Seleccion Especial,2006.0,4.5,32,Rioja,59.25,Rioja Red,4.0,3.0
El Regajal,Galia Clos Santuy,2016.0,4.5,32,Castilla y Leon,89.0,Red,4.0,3.0
Valderiz,Tomas Esteban,2011.0,4.5,32,Ribera del Duero,71.3,Ribera Del Duero Red,5.0,3.0
Jose Pariente,Finca Las Comas Verdejo,2018.0,4.5,32,Rueda,34.5,Verdejo,3.0,3.0
Amos Baneres,Diables,2018.0,4.5,31,Penedes,38.75,Rioja Red,4.158426788816932,2.946611909650924
Scala Dei,St Antoni de Scala Dei Priorat,2017.0,4.5,30,Priorato,75.04,Priorat Red,4.0,3.0
Artadi,Valdegines,2019.0,4.5,30,Vino de Espana,40.0,Tempranillo,4.0,2.0
Bodegas Valdelana,Seda de Oro Reserva,2016.0,4.5,29,Rioja,69.0,Rioja Red,4.0,3.0
Abel Mendoza Monge,Grano a Grano Graciano - Garnacha,2016.0,4.5,29,Rioja,55.14,Grenache,5.0,3.0
Tinto Pesquera,Reserva,1986.0,4.5,29,Ribera del Duero,90.0,Ribera Del Duero Red,5.0,3.0
Bodegas Amaren,Carraquintana de Amaren,2017.0,4.5,29,Rioja Alavesa,56.5,Rioja Red,4.0,3.0
Anayon,Garnacha Parcela 81 Vinas Viejas,2017.0,4.5,28,Carinena,54.9,Red,4.0,3.0
Castell d'Encus,Saktih,2016.0,4.5,28,Costers del Segre,132.95,Red,4.0,3.0
Sierra Salinas,Salinas 1237,2014.0,4.5,28,Alicante,53.25,Red,4.0,3.0
Cerro San Cristobal,Dominio del Verso Red Blend,2018.0,4.5,27,Condado de Huelva,29.5,Red,4.158426788816932,2.946611909650924
Altos de Rioja,Altos R Pigeage Nacido en Barrica Blanco,2019.0,4.4,27,Rioja,29.9168517,Rioja White,4.158426788816932,2.946611909650924
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2007.0,4.5,26,Priorato,69.0,Priorat Red,4.158426788816932,2.946611909650924
La Vinya del Vuit,La Vinya del Vuit (8),2015.0,4.5,26,Priorato,73.0,Priorat Red,4.158426788816932,2.946611909650924
Venus la Universal,Venus de la Figuera,2017.0,4.5,26,Montsant,51.5,Montsant Red,4.158426788816932,2.946611909650924
Pedralonga,Vendetta,2013.0,4.5,25,Rias Baixas,38.0,Albarino,4.158426788816932,2.946611909650924
Pintia,Toro,2011.0,4.4,5732,Toro,39.5,Toro Red,4.158426788816932,2.946611909650924
Pintia,Toro,2012.0,4.4,5614,Toro,89.9,Toro Red,4.158426788816932,2.946611909650924
Pintia,Toro,2013.0,4.4,5204,Toro,76.8,Toro Red,4.158426788816932,2.946611909650924
La Rioja Alta,Rioja Gran Reserva 904,2009.0,4.4,5109,Rioja,47.5,Rioja Red,4.158426788816932,2.946611909650924
Matarromera,Ribera del Duero Reserva,2016.0,4.4,4851,Ribera del Duero,31.5,Ribera Del Duero Red,4.158426788816932,2.946611909650924
La Rioja Alta,Rioja Gran Reserva 904,2011.0,4.4,4625,Rioja,47.95,Rioja Red,4.158426788816932,2.946611909650924
La Rioja Alta,Rioja Gran Reserva 904,2007.0,4.4,4357,Rioja,47.95,Rioja Red,4.158426788816932,2.946611909650924
Emilio Moro,Malleolus,2018.0,4.4,4121,Ribera del Duero,38.61,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Matarromera,Ribera del Duero Reserva,2017.0,4.4,3456,Ribera del Duero,37.25,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Hacienda Monasterio,Cosecha,2016.0,4.4,3406,Ribera del Duero,37.8,Ribera Del Duero Red,4.158426788816932,2.946611909650924
La Rioja Alta,Rioja Gran Reserva 904,2010.0,4.4,3327,Rioja,61.55,Rioja Red,4.158426788816932,2.946611909650924
Muga,Prado Enea Gran Reserva,2011.0,4.4,3197,Rioja,43.95,Rioja Red,4.158426788816932,2.946611909650924
Bodegas Mauro,Red,2018.0,4.4,3095,Castilla y Leon,31.95,Red,4.158426788816932,2.946611909650924
Bodegas El Nido,Clio,2014.0,4.4,3089,Jumilla,35.65,Red,4.158426788816932,2.946611909650924
Dominio de Pingus,Flor de Pingus,2012.0,4.4,2546,Ribera del Duero,125.0,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Dominio de Pingus,Flor de Pingus,2013.0,4.4,2418,Ribera del Duero,125.0,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Bodegas Roda,Roda I Reserva Rioja,2009.0,4.4,2228,Rioja,43.5,Rioja Red,4.0,3.0
Alion,Ribera del Duero,2007.0,4.4,2053,Ribera del Duero,96.0,Ribera Del Duero Red,5.0,3.0
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2016.0,4.4,1993,Rioja,37.52,Rioja Red,4.0,3.0
Bodegas Roda,Roda I Reserva Rioja,2011.0,4.4,1949,Rioja,43.95,Rioja Red,4.0,3.0
Bodegas Roda,Roda I Reserva Rioja,2012.0,4.4,1853,Rioja,43.5,Rioja Red,4.0,3.0
Hacienda Monasterio,Cosecha,2018.0,4.4,1777,Ribera del Duero,32.5,Ribera Del Duero Red,5.0,3.0
Bodegas Mauro,Red,2019.0,4.4,1701,Castilla y Leon,29.45,Red,4.0,3.0
Aalto,Tinto,2017.0,4.4,1561,Ribera del Duero,51.526827174062,Ribera Del Duero Red,5.0,3.0
Alion,Ribera del Duero,2006.0,4.4,1514,Ribera del Duero,119.7,Ribera Del Duero Red,5.0,3.0
Muga,Torre Muga,2006.0,4.4,1475,Rioja,66.73,Rioja Red,4.0,3.0
Bodegas Roda,Roda I Reserva Rioja,2015.0,4.4,1463,Rioja,39.95,Rioja Red,4.0,3.0
Matsu,El Viejo,2018.0,4.4,1438,Toro,32.01,Toro Red,5.0,3.0
Bodegas Valduero,Ribera del Duero Una Cepa I,2016.0,4.4,1372,Ribera del Duero,28.9,Ribera Del Duero Red,5.0,3.0
Bodegas San Roman,Tinto,2017.0,4.4,1339,Toro,36.0,Toro Red,5.0,3.0
Marques de Vargas,Hacienda Pradolagar,2015.0,4.4,1326,Rioja,105.12,Rioja Red,4.0,3.0
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2008.0,4.4,1269,Cava,52.5,Cava,2.0,3.0
Hacienda Monasterio,Cosecha,2017.0,4.4,1266,Ribera del Duero,33.31,Ribera Del Duero Red,5.0,3.0
Remirez de Ganuza,Rioja Reserva,2010.0,4.4,1255,Rioja,73.65,Rioja Red,4.0,3.0
Alto Moncayo,Garnacha,2016.0,4.4,1226,Campo de Borja,33.95,Grenache,5.0,3.0
Remirez de Ganuza,Rioja Reserva,2009.0,4.4,1172,Rioja,74.0,Rioja Red,4.0,3.0
Vinicola Real,200 Monges Rioja Reserva,2011.0,4.4,1098,Rioja,37.57,Rioja Red,4.0,3.0
Emilio Moro,Malleolus,2019.0,4.4,1069,Ribera del Duero,28.5,Ribera Del Duero Red,5.0,3.0
Hacienda Monasterio,Reserva,2011.0,4.4,1048,Ribera del Duero,78.65,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Flor de Pingus,2008.0,4.4,1047,Ribera del Duero,125.0,Ribera Del Duero Red,5.0,3.0
Bodegas Roda,Roda I Reserva Rioja,2016.0,4.4,1039,Rioja,35.9,Rioja Red,4.0,3.0
Pago de Los Capellanes,Reserva Tinto,2017.0,4.4,1040,Ribera del Duero,35.7,Ribera Del Duero Red,5.0,3.0
Aalto,Tinto,2019.0,4.4,1018,Ribera del Duero,33.0,Ribera Del Duero Red,5.0,3.0
Bodegas Mauro,VS,2015.0,4.4,995,Castilla y Leon,60.95,Tempranillo,4.0,2.0
Bodegas Tradicion,Palo Cortado Tradicion Vors 30 Years Sherry,2016.5,4.4,941,Jerez Palo Cortado,82.5,Sherry,4.0,3.0
Hacienda Monasterio,Reserva,2014.0,4.4,927,Ribera del Duero,109.9,Ribera Del Duero Red,5.0,3.0
Senorio de San Vicente,San Vicente Rioja,2011.0,4.4,925,Rioja,33.5,Rioja Red,4.0,3.0
Alto Moncayo,Garnacha,2018.0,4.4,915,Campo de Borja,38.95,Grenache,5.0,3.0
Volver,Triga,2016.0,4.4,852,Alicante,34.9,Red,4.0,3.0
Marques de Caceres,Gaudium,2014.0,4.4,827,Rioja,37.8,Rioja Red,4.0,3.0
Bodegas Tradicion,Amontillado Tradicion Vors 30 Years,2015.0,4.4,825,Jerez Amontillado,59.9,Sherry,4.0,3.0
Teso La Monja,Victorino,2016.0,4.4,812,Toro,38.7,Toro Red,5.0,3.0
Clos Mogador,Priorat,2011.0,4.4,809,Priorato,90.0,Priorat Red,4.0,3.0
Clos Mogador,Priorat,2010.0,4.4,799,Priorato,69.79,Priorat Red,4.0,3.0
Lan,Culmen Reserva Rioja,2011.0,4.4,798,Rioja,59.9,Rioja Red,4.0,3.0
Bodegas Roda,Roda I Reserva Rioja,2005.0,4.4,783,Rioja,93.0,Rioja Red,4.0,3.0
Dominio del Aguila,Reserva,2016.0,4.4,778,Ribera del Duero,73.57,Ribera Del Duero Red,5.0,3.0
Marques de Vargas,Reserva Privada Rioja,2015.0,4.4,746,Rioja,49.67,Rioja Red,4.0,3.0
Abadia Retuerta,Pago Negralada,2014.0,4.4,726,Sardon de Duero,91.57,Tempranillo,4.0,2.0
Clos Mogador,Priorat,2012.0,4.4,695,Priorato,90.0,Priorat Red,4.0,3.0
Marques de Riscal,Baron de Chirel Rioja Reserva,2015.0,4.4,683,Rioja,69.95,Rioja Red,4.0,3.0
Tridente,Rejon Tempranillo,2015.0,4.4,664,Castilla y Leon,35.75,Tempranillo,4.0,2.0
Alvaro Palacios,Finca Dofi,2016.0,4.4,639,Priorato,52.5,Priorat Red,4.0,3.0
Clos Mogador,Priorat,2007.0,4.4,624,Priorato,95.0,Priorat Red,4.0,3.0
Ausas,Interpretacion,2016.0,4.4,618,Ribera del Duero,45.15,Ribera Del Duero Red,5.0,3.0
Muga,Torre Muga,2015.0,4.4,617,Rioja,58.2142247461506,Rioja Red,4.0,3.0
Senorio de San Vicente,San Vicente Rioja,2016.0,4.4,609,Rioja,42.7,Rioja Red,4.0,3.0
Tresmano - Tr3smano,Vendimia,2017.0,4.4,581,Ribera del Duero,28.7315367295517,Ribera Del Duero Red,5.0,3.0
Ferrer Bobet,Priorat Vinyes Velles,2017.0,4.4,575,Priorato,32.65,Priorat Red,4.0,3.0
Marques de Caceres,Gaudium,2015.0,4.4,561,Rioja,43.86,Rioja Red,4.0,3.0
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017.0,4.4,560,Rioja,36.9,Rioja Red,4.0,3.0
Remirez de Ganuza,Rioja Reserva,2013.0,4.4,550,Rioja,54.83,Rioja Red,4.0,3.0
Marques de Murrieta,Dalmau Rioja,2016.0,4.4,550,Rioja,55.33,Rioja Red,4.0,3.0
Bodegas Tradicion,Cream Tradicion Vos 20 Years,2009.0,4.4,527,Jerez Cream,57.9,Sherry,4.158426788816932,2.946611909650924
Tinto Pesquera,Millenium Reserva,2008.0,4.4,527,Ribera del Duero,74.0,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Hacienda Monasterio,Cosecha,2019.0,4.4,523,Ribera del Duero,34.35,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Arzuaga,Gran Reserva Ribera del Duero,2009.0,4.4,516,Ribera del Duero,76.3,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Ausas,Interpretacion,2017.0,4.4,514,Ribera del Duero,45.3,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Bodegas Mauro,VS,2016.0,4.4,506,Castilla y Leon,56.5,Tempranillo,4.158426788816932,2.946611909650924
Vina Sastre,Pago de Santa Cruz,2014.0,4.4,499,Ribera del Duero,54.9,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Ordonez,Vatan Tinta de Toro,2017.0,4.4,498,Toro,55.31,Toro Red,4.158426788816932,2.946611909650924
Cillar de Silos,Dominio del Pidio,2016.0,4.4,495,Ribera del Duero,53.91,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Marques de Riscal,Rioja Gran Reserva,2015.0,4.4,485,Rioja,35.1,Rioja Red,4.158426788816932,2.946611909650924
Teso La Monja,Victorino,2017.0,4.4,481,Toro,38.5,Toro Red,4.158426788816932,2.946611909650924
Imperial,Rioja Gran Reserva,2015.0,4.4,471,Rioja,49.97,Rioja Red,4.158426788816932,2.946611909650924
Carmelo Rodero,Reserva,2016.0,4.4,450,Ribera del Duero,32.9,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Ramos-Paul,Tinto,2006.0,4.4,443,Malaga,34.0,Red,4.158426788816932,2.946611909650924
Artadi,Pagos Viejos,2006.0,4.4,442,Vino de Espana,90.5,Tempranillo,4.158426788816932,2.946611909650924
Anima Negra,An,2018.0,4.4,436,Mallorca,38.3,Red,4.158426788816932,2.946611909650924
Matarromera,Ribera del Duero Prestigio,2014.0,4.4,421,Ribera del Duero,41.32,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Bodega Numanthia,Numanthia,2004.0,4.4,414,Toro,98.0,Toro Red,4.158426788816932,2.946611909650924
Rafael Palacios,As Sortes Val do Bibei Godello,2018.0,4.4,412,Valdeorras,55.71,Rioja Red,4.158426788816932,2.946611909650924
Bodega de Bardos,Suprema 30 Meses,2016.0,4.4,406,Ribera del Duero,35.2,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2015.0,4.4,389,Rioja,73.6,Rioja Red,4.158426788816932,2.946611909650924
Ausas,Interpretacion,2018.0,4.4,389,Ribera del Duero,41.0,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Morca,Garnacha,2016.0,4.4,376,Campo de Borja,31.5,Grenache,4.158426788816932,2.946611909650924
Carmelo Rodero,Ribera del Duero TSM,2015.0,4.4,367,Ribera del Duero,56.75,Ribera Del Duero Red,4.158426788816932,2.946611909650924
Lan,A Mano Rioja,2017.0,4.4,360,Rioja,30.73,Rioja Red,4.0,3.0
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014.0,4.4,351,Ribera del Duero,49.9,Ribera Del Duero Red,5.0,3.0
Vinicola Real,200 Monges Rioja Gran Reserva,2001.0,4.4,349,Rioja,52.0,Rioja Red,4.0,3.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011.0,4.4,343,Rioja,90.0,Rioja Red,4.0,3.0
Abadia Retuerta,Le Domaine Blanco de Guarda,2019.0,4.4,334,Sardon de Duero,32.58,Rioja Red,4.158426788816932,2.946611909650924
Rafael Palacios,As Sortes Val do Bibei Godello,2019.0,4.4,333,Valdeorras,46.5,Rioja Red,4.158426788816932,2.946611909650924
Bosque de Matasnos,Edicion Limitada,2015.0,4.4,328,Ribera del Duero,32.5811870756681,Ribera Del Duero Red,5.0,3.0
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017.0,4.4,319,Valencia,29.95,Red,4.0,3.0
Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010.0,4.4,316,Rioja,34.9,Rioja Red,4.0,3.0
Remelluri,Granja Gran Reserva Rioja,2011.0,4.4,313,Rioja,43.9,Rioja Red,4.0,3.0
Perinet,Priorat,2016.0,4.4,309,Priorato,65.0,Priorat Red,4.0,3.0
Toro Albala,Don PX Pedro Ximenez,1994.0,4.4,306,Montilla-Moriles,35.9,Pedro Ximenez,5.0,1.0
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2011.0,4.4,298,Cava,55.95,Cava,2.0,3.0
Costers del Siurana,Miserere,2005.0,4.4,296,Priorato,92.8716274104906,Priorat Red,4.0,3.0
Martinet,Clos Martinet,2015.0,4.4,296,Priorato,65.4,Priorat Red,4.0,3.0
Valquejigoso,V2 Tinto,2008.0,4.4,293,Madrid,45.890156,Red,4.0,3.0
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015.0,4.4,269,Rioja,47.5,Rioja Red,4.0,3.0
Lan,A Mano Rioja,2018.0,4.4,269,Rioja,29.9,Rioja Red,4.0,3.0
Contino,Rioja Gran Reserva,2016.0,4.4,267,Rioja,40.45,Rioja Red,4.0,3.0
Vinedos de Paganos,El Puntido Gran Reserva,2007.0,4.4,267,Rioja,49.65,Rioja Red,4.0,3.0
Artadi,Pagos Viejos,2004.0,4.4,262,Vino de Espana,57.11,Tempranillo,4.0,2.0
Remirez de Ganuza,Trasnocho,2010.0,4.4,258,Rioja,133.75,Rioja Red,4.0,3.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016.0,4.4,252,Rioja,67.9,Rioja Red,4.0,3.0
Martinet,Clos Martinet,2011.0,4.4,249,Priorato,75.92,Priorat Red,4.0,3.0
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2010.0,4.4,245,Cava,47.52,Cava,2.0,3.0
Volver,Triga,2017.0,4.4,243,Alicante,29.9,Red,4.0,3.0
La Vicalanda,Gran Reserva,2010.0,4.4,239,Rioja,59.25,Rioja Red,4.0,3.0
Monovar,Fondillon,1996.0,4.4,236,Alicante,73.9,Red,4.0,3.0
Alvaro Domecq,1730 Pedro Ximenez,2007.0,4.4,234,Jerez Pedro Ximenes (PX),39.35,Sherry,4.0,3.0
Bodegas Mas Alta,Cirerets,2018.0,4.4,233,Priorato,40.3,Priorat Red,4.0,3.0
Cillar de Silos,Dominio del Pidio,2018.0,4.4,225,Ribera del Duero,42.75,Ribera Del Duero Red,5.0,3.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012.0,4.4,222,Rioja,76.5,Rioja Red,4.0,3.0
Martinet,Clos Martinet,2008.0,4.4,220,Priorato,113.2,Priorat Red,4.0,3.0
Carmelo Rodero,Reserva,2017.0,4.4,217,Ribera del Duero,29.95,Ribera Del Duero Red,5.0,3.0
Los Aguilares,Tadeo Tinto,2014.0,4.4,215,Sierras de Malaga,33.0,Red,4.0,3.0
Dominio de Cair,Tierras de Cair Reserva,2014.0,4.4,208,Ribera del Duero,37.0,Ribera Del Duero Red,5.0,3.0
Bodega Rento,Tinto,2014.0,4.4,207,Ribera del Duero,37.13,Ribera Del Duero Red,5.0,3.0
R. Lopez de Heredia,Gran Reserva Rosado,2011.0,4.4,206,Rioja Alta,49.95,Rioja Red,4.158426788816932,2.946611909650924
Chivite,Navarra Coleccion 125 Blanco,2017.0,4.4,204,Navarra,50.9,Chardonnay,4.0,3.0
Gramona,Cava Celler Batlle,2006.0,4.4,201,Cava,51.95,Cava,2.0,3.0
Remelluri,Rioja Blanco,2017.0,4.4,201,Rioja,49.2,Rioja White,3.0,3.0
Castano,Casa Cisca Monastrell,2015.0,4.4,200,Yecla,35.2,Monastrell,5.0,3.0
Allende,Calvario Rioja,2008.0,4.4,195,Rioja,87.3,Rioja Red,4.0,3.0
Remelluri,Granja Gran Reserva Rioja,2012.0,4.4,194,Rioja,45.95,Rioja Red,4.0,3.0
Abadia Retuerta,Pago Negralada,2013.0,4.4,189,Sardon de Duero,64.99,Tempranillo,4.0,2.0
Ferrer Bobet,Seleccio Especial Vinyes Velles,2013.0,4.4,185,Priorato,69.9,Priorat Red,4.0,3.0
Vall Llach,Idus,2017.0,4.4,180,Priorato,36.95,Priorat Red,4.0,3.0
Marco Abella,Clos Abella Seleccion Especial,2014.0,4.4,173,Priorato,43.85,Priorat Red,4.0,3.0
Casa Castillo,Pie Franco,2017.0,4.4,172,Jumilla,77.98,Monastrell,5.0,3.0
Sierra Cantabria,Amancio,2013.0,4.4,172,Rioja,91.43,Rioja Red,4.0,3.0
Espectacle del Montsant,Tinto,2016.0,4.4,169,Montsant,125.84,Montsant Red,4.0,3.0
Lan,Culmen Reserva Rioja,2001.0,4.4,168,Rioja,69.0,Rioja Red,4.0,3.0
Recaredo,Serral del Vell Brut Nature,2014.0,4.4,166,Cava,44.41,Cava,2.0,3.0
Abadia Retuerta,Pago Negralada,2009.0,4.4,165,Sardon de Duero,73.6,Tempranillo,4.0,2.0
Remirez de Ganuza,Trasnocho,2014.0,4.4,164,Rioja,82.75,Rioja Red,4.0,3.0
Mas Doix,Doix,2013.0,4.4,164,Priorato,78.38,Priorat Red,4.0,3.0
Protos,Seleccion Finca el Grajo Viejo,2016.0,4.4,162,Ribera del Duero,59.95,Ribera Del Duero Red,5.0,3.0
Sierra Cantabria,Finca el Bosque,2014.0,4.4,162,Rioja,80.95,Rioja Red,4.0,3.0
Artadi,La Poza de Ballesteros,2015.0,4.4,161,Vino de Espana,95.9,Tempranillo,4.0,2.0
Tinto Pesquera,Millenium Reserva,2015.0,4.4,160,Ribera del Duero,75.0,Ribera Del Duero Red,5.0,3.0
Harveys,30 Years VORS Pedro Ximenez Sherry,2004.5,4.4,159,Jerez Pedro Ximenes (PX),58.95,Sherry,4.0,3.0
