winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
Castillo Perelada,Finca Garbet,2015,1.016266599352511,-0.7752118310509033,Espana,Emporda,0.526587838743331,Syrah,-0.39845430408041677,0.0
Vinicola Real,200 Monges Rioja Reserva Seleccion Especial,2006,1.016266599352511,-0.7752118310509033,Espana,Rioja,-0.10554387532992168,Rioja Red,-0.39845430408041677,0.0
El Regajal,Galia Clos Santuy,2016,1.016266599352511,-0.7752118310509033,Espana,Castilla y Leon,0.5080260592110005,Red,-0.39845430408041677,0.0
Valderiz,Tomas Esteban,2011,1.016266599352511,-0.7752118310509033,Espana,Ribera del Duero,0.1429777284085022,Ribera Del Duero Red,1.3972875305566685,0.0
Jose Pariente,Finca Las Comas Verdejo,2018,1.016266599352511,-0.7752118310509033,Espana,Rueda,-0.6159928124690082,Verdejo,-2.194196138717502,0.0
Vega Sicilia,Valbuena 5o,1975,1.016266599352511,-0.7789508206655631,Espana,Ribera del Duero,2.6941912041299165,Ribera Del Duero Red,1.3972875305566685,0.0
Abadia Retuerta,Petit Verdot,2004,1.016266599352511,-0.7789508206655631,Espana,Sardon de Duero,1.9890498238961642,Red,-0.39845430408041677,0.0
Scala Dei,St Antoni de Scala Dei Priorat,2017,1.016266599352511,-0.782689810280223,Espana,Priorato,0.22011223446507544,Priorat Red,-0.39845430408041677,0.0
Gonzalez-Byass,Anada Palo Cortado 1987,1991,1.016266599352511,-0.782689810280223,Espana,Jerez Palo Cortado,3.416038185942766,Sherry,-0.39845430408041677,0.0
Clos Erasmus,Priorat,2018,1.016266599352511,-0.782689810280223,Espana,Priorato,3.3129171885409305,Priorat Red,-0.39845430408041677,0.0
Bodegas Valdelana,Seda de Oro Reserva,2016,1.016266599352511,-0.7864287998948829,Espana,Rioja,0.09554206960365785,Rioja Red,-0.39845430408041677,0.0
Abel Mendoza Monge,Grano a Grano Graciano - Garnacha,2016,1.016266599352511,-0.7864287998948829,Espana,Rioja,-0.19030933519423057,Grenache,1.3972875305566685,0.0
Tinto Pesquera,Reserva,1986,1.016266599352511,-0.7864287998948829,Espana,Ribera del Duero,0.5286502586913676,Ribera Del Duero Red,1.3972875305566685,0.0
Bodegas Amaren,Carraquintana de Amaren,2017,1.016266599352511,-0.7864287998948829,Espana,Rioja Alavesa,-0.1622604239009313,Rioja Red,-0.39845430408041677,0.0
Anayon,Garnacha Parcela 81 Vinas Viejas,2017,1.016266599352511,-0.7901677895095427,Espana,Carinena,-0.19525914306951872,Red,-0.39845430408041677,0.0
Castell d'Encus,Saktih,2016,1.016266599352511,-0.7901677895095427,Espana,Costers del Segre,1.4144596263731357,Red,-0.39845430408041677,0.0
Sierra Salinas,Salinas 1237,2014,1.016266599352511,-0.7901677895095427,Espana,Alicante,-0.22928907221212447,Red,-0.39845430408041677,0.0
Dehesa del Carrizal,Cabernet Sauvignon,2019,1.016266599352511,-0.7939067791242026,Espana,Dehesa del Carrizal,-0.9789787233234697,Cabernet Sauvignon,-0.39845430408041677,0.0
Vinos Sanz,Finca La Colina Sauvignon Blanc,2021,1.016266599352511,-0.7939067791242026,Espana,Rueda,-1.0501322115307363,Sauvignon Blanc,-2.194196138717502,0.0
Cerro San Cristobal,Dominio del Verso Red Blend,2018,1.016266599352511,-0.7939067791242026,Espana,Condado de Huelva,-0.7191138098708438,Red,-1.1167510379352508,0.0
Altos de Rioja,Altos R Pigeage Nacido en Barrica Blanco,2019,0.18249857946119255,-0.7939067791242026,Espana,Rioja,-0.7105165772563138,Rioja White,-1.1167510379352508,0.0
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2007,1.016266599352511,-0.7976457687388625,Espana,Priorato,0.09554206960365785,Priorat Red,0.31984242977441796,0.0
La Vinya del Vuit,La Vinya del Vuit (8),2015,1.016266599352511,-0.7976457687388625,Espana,Priorato,0.17803886752512638,Priorat Red,-0.03930593715299942,0.0
Venus la Universal,Venus de la Figuera,2017,1.016266599352511,-0.7976457687388625,Espana,Montsant,-0.26538142130276693,Montsant Red,-0.39845430408041677,0.0
Alion,Ribera del Duero,2004,0.18249857946119255,3.2965478593136934,Espana,Ribera del Duero,1.5772024274571976,Ribera Del Duero Red,1.3972875305566685,0.0
Clos Mogador,Priorat,2014,0.18249857946119255,3.2329850358644756,Espana,Priorato,2.2920193142627574,Priorat Red,-0.39845430408041677,0.0
Vinicola Real,200 Monges Rioja Reserva,2011,0.18249857946119255,3.2105510981765164,Espana,Rioja,-0.552676520064281,Rioja Red,-0.39845430408041677,0.0
Arzuaga,Reserva Ribera del Duero,2016,0.18249857946119255,3.169422212415258,Espana,Ribera del Duero,-0.7863487001768408,Ribera Del Duero Red,1.3972875305566685,0.0
Emilio Moro,Malleolus,2019,0.18249857946119255,3.10212039935138,Espana,Ribera del Duero,-0.7397380093512109,Ribera Del Duero Red,1.3972875305566685,0.0
Hacienda Monasterio,Reserva,2011,0.18249857946119255,3.023601617443523,Espana,Ribera del Duero,0.2945655945892008,Ribera Del Duero Red,1.3972875305566685,0.0
Dominio de Pingus,Flor de Pingus,2008,0.18249857946119255,3.0198626278288634,Espana,Ribera del Duero,1.2504972405042172,Ribera Del Duero Red,1.3972875305566685,0.0
Bodegas Roda,Roda I Reserva Rioja,2016,0.18249857946119255,2.989950710911584,Espana,Rioja,-0.5871189331964942,Rioja Red,-0.39845430408041677,0.0
Pago de Los Capellanes,Reserva Tinto,2017,0.18249857946119255,2.993689700526244,Espana,Ribera del Duero,-0.5912437730925676,Ribera Del Duero Red,1.3972875305566685,0.0
Aalto,Tinto,2019,0.18249857946119255,2.911431929003727,Espana,Ribera del Duero,-0.6469291116895589,Ribera Del Duero Red,1.3972875305566685,0.0
Juan Gil,Jumilla Blue Label,2019,0.18249857946119255,2.717004469041414,Espana,Jumilla,-0.8748265159476156,Red,-0.39845430408041677,0.0
Bodegas Tradicion,Palo Cortado Tradicion Vors 30 Years Sherry,N.V.,0.18249857946119255,2.6235297286749173,Espana,Jerez Palo Cortado,0.3739687625886141,Sherry,-0.39845430408041677,0.0
Hacienda Monasterio,Reserva,2014,0.18249857946119255,2.571183874069679,Espana,Ribera del Duero,0.9390718283506736,Ribera Del Duero Red,1.3972875305566685,0.0
Senorio de San Vicente,San Vicente Rioja,2011,0.18249857946119255,2.5637058948403593,Espana,Rioja,-0.6366170119493754,Rioja Red,-0.39845430408041677,0.0
Alto Moncayo,Garnacha,2018,0.18249857946119255,2.5263159986937604,Espana,Campo de Borja,-0.5242151247813744,Grenache,1.3972875305566685,0.0
Volver,Triga,2016,0.18249857946119255,2.290759652970189,Espana,Alicante,-0.6077431326768613,Red,-0.39845430408041677,0.0
Marques de Caceres,Gaudium,2014,0.18249857946119255,2.1972849126036924,Espana,Rioja,-0.5479329541837967,Rioja Red,-0.39845430408041677,0.0
Bodegas Tradicion,Amontillado Tradicion Vors 30 Years,N.V.,0.18249857946119255,2.1898069333743724,Espana,Jerez Amontillado,-0.09213814566768308,Sherry,-0.39845430408041677,0.0
Teso La Monja,Victorino,2016,0.18249857946119255,2.141200068383794,Espana,Toro,-0.5293711746514662,Toro Red,1.3972875305566685,0.0
Clos Mogador,Priorat,2011,0.18249857946119255,2.129983099539815,Espana,Priorato,0.5286502586913676,Priorat Red,-0.39845430408041677,0.0
Clos Mogador,Priorat,2010,0.18249857946119255,2.092593203393216,Espana,Priorato,0.11183518719314801,Priorat Red,-0.39845430408041677,0.0
Lan,Culmen Reserva Rioja,2011,0.18249857946119255,2.088854213778556,Espana,Rioja,-0.09213814566768308,Rioja Red,-0.39845430408041677,0.0
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2019,0.18249857946119255,2.0477253280172976,Espana,Almansa,-0.7626308707744185,Grenache,1.3972875305566685,0.0
Bodegas Roda,Roda I Reserva Rioja,2005,0.18249857946119255,2.032769369558658,Espana,Rioja,0.590522857132469,Rioja Red,-0.39845430408041677,0.0
Dominio del Aguila,Reserva,2016,0.18249857946119255,2.0140744214853585,Espana,Ribera del Duero,0.18979466122893549,Ribera Del Duero Red,1.3972875305566685,0.0
Marques de Vargas,Reserva Privada Rioja,2015,0.18249857946119255,1.8944267538162427,Espana,Rioja,-0.3031237063518388,Rioja Red,-0.39845430408041677,0.0
Clos Mogador,Priorat,2012,0.18249857946119255,1.7037382834685895,Espana,Priorato,0.5286502586913676,Priorat Red,-0.39845430408041677,0.0
Marques de Riscal,Baron de Chirel Rioja Reserva,2015,0.18249857946119255,1.658870408092671,Espana,Rioja,0.11513505911000668,Rioja Red,-0.39845430408041677,0.0
Alion,Ribera del Duero,2001,0.18249857946119255,1.6513924288633512,Espana,Ribera del Duero,2.5910702067280806,Ribera Del Duero Red,1.3972875305566685,0.0
Marques de Riscal,Baron de Chirel Rioja Reserva,2005,0.18249857946119255,1.599046574258113,Espana,Rioja,1.5598602327097242,Rioja Red,-0.39845430408041677,0.0
Alvaro Palacios,Finca Dofi,2016,0.18249857946119255,1.4943548650476368,Espana,Priorato,-0.2447572218223998,Priorat Red,-0.39845430408041677,0.0
Clos Mogador,Priorat,2007,0.18249857946119255,1.4382700208277388,Espana,Priorato,0.6317712560932033,Priorat Red,-0.39845430408041677,0.0
Ausas,Interpretacion,2016,0.18249857946119255,1.4158360831397796,Espana,Ribera del Duero,-0.39634508800309826,Ribera Del Duero Red,1.3972875305566685,0.0
Muga,Torre Muga,2015,0.18249857946119255,1.4120970935251196,Espana,Rioja,-0.12690591078213964,Rioja Red,-0.39845430408041677,0.0
Senorio de San Vicente,San Vicente Rioja,2016,0.18249857946119255,1.3821851766078408,Espana,Rioja,-0.44687437672999764,Rioja Red,-0.39845430408041677,0.0
Tresmano - Tr3smano,Vendimia,2017,0.18249857946119255,1.2774934673973644,Espana,Ribera del Duero,-0.734962749653905,Ribera Del Duero Red,1.3972875305566685,0.0
Ferrer Bobet,Priorat Vinyes Velles,2017,0.18249857946119255,1.2550595297094052,Espana,Priorato,-0.6541475815076874,Priorat Red,-0.39845430408041677,0.0
Marques de Caceres,Gaudium,2015,0.18249857946119255,1.202713675104167,Espana,Rioja,-0.42295030533277184,Rioja Red,-0.39845430408041677,0.0
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017,0.18249857946119255,1.1989746854895071,Espana,Rioja,-0.5664947337161271,Rioja Red,-0.39845430408041677,0.0
Remirez de Ganuza,Rioja Reserva,2013,0.18249857946119255,1.1615847893429085,Espana,Rioja,-0.19670283703314445,Rioja Red,-0.39845430408041677,0.0
Marques de Murrieta,Dalmau Rioja,2016,0.18249857946119255,1.1615847893429085,Espana,Rioja,-0.18639073729296088,Rioja Red,-0.39845430408041677,0.0
Bodegas Amaren,Tempranillo Reserva,2010,0.18249857946119255,1.1316728724256295,Espana,Rioja,-0.7727367285197984,Rioja Red,-0.39845430408041677,0.0
Bodegas Tradicion,Cream Tradicion Vos 20 Years,N.V.,0.18249857946119255,1.0755880282057315,Espana,Jerez Cream,-0.13338654462841734,Sherry,0.6789907967018337,0.0
Tinto Pesquera,Millenium Reserva,2008,0.18249857946119255,1.0755880282057315,Espana,Ribera del Duero,0.1986630670054935,Ribera Del Duero Red,0.6789907967018337,0.0
Hacienda Monasterio,Cosecha,2019,0.18249857946119255,1.0606320697470921,Espana,Ribera del Duero,-0.6190864423910633,Ribera Del Duero Red,0.31984242977441796,0.0
Arzuaga,Gran Reserva Ribera del Duero,2009,0.18249857946119255,1.034459142444473,Espana,Ribera del Duero,0.24609872581033784,Ribera Del Duero Red,0.6789907967018337,0.0
Ausas,Interpretacion,2017,0.18249857946119255,1.0269811632151533,Espana,Ribera del Duero,-0.3932514580810432,Ribera Del Duero Red,0.31984242977441796,0.0
Bodegas Mauro,VS,2016,0.18249857946119255,0.9970692462978743,Espana,Castilla y Leon,-0.1622604239009313,Tempranillo,0.6789907967018337,0.0
Vina Sastre,Pago de Santa Cruz,2014,0.18249857946119255,0.9708963189952552,Espana,Ribera del Duero,-0.19525914306951872,Ribera Del Duero Red,0.31984242977441796,0.0
Ordonez,Vatan Tinta de Toro,2017,0.18249857946119255,0.9671573293805953,Espana,Toro,-0.18680322128256813,Toro Red,0.31984242977441796,0.0
Cillar de Silos,Dominio del Pidio,2016,0.18249857946119255,0.9559403605366157,Espana,Ribera del Duero,-0.21567710055508224,Ribera Del Duero Red,0.31984242977441796,0.0
Carmelo Rodero,Reserva,2016,0.18249857946119255,0.7876858278769217,Espana,Ribera del Duero,-0.6489915316375956,Ribera Del Duero Red,-0.7576026710078342,0.0
Ramos-Paul,Tinto,2006,0.18249857946119255,0.7615129005743025,Espana,Malaga,-0.6263049122091917,Red,-0.39845430408041677,0.0
Artadi,Pagos Viejos,2006,0.18249857946119255,0.7577739109596427,Espana,Vino de Espana,0.5389623584315512,Tempranillo,1.0381391636292512,0.0
Anima Negra,An,2018,0.18249857946119255,0.7353399732716835,Espana,Mallorca,-0.5376208544436132,Red,-0.7576026710078342,0.0
Matarromera,Ribera del Duero Prestigio,2014,0.18249857946119255,0.6792551290517854,Espana,Ribera del Duero,-0.47533577201290433,Ribera Del Duero Red,-0.39845430408041677,0.0
Bodega Numanthia,Numanthia,2004,0.18249857946119255,0.6530822017491664,Espana,Toro,0.6936438545343047,Toro Red,0.6789907967018337,0.0
Rafael Palacios,As Sortes Val do Bibei Godello,2018,0.18249857946119255,0.6456042225198466,Espana,Valdeorras,-0.1785535414904213,Unknown,1.3972875305566685,0.0
Bodega de Bardos,Suprema 30 Meses,2016,0.18249857946119255,0.6231702848318874,Espana,Ribera del Duero,-0.6015558728327511,Ribera Del Duero Red,1.3972875305566685,0.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2015,0.18249857946119255,0.5596074613826697,Espana,Rioja,0.19041338721334652,Rioja Red,-0.39845430408041677,0.0
Ausas,Interpretacion,2018,0.18249857946119255,0.5596074613826697,Espana,Ribera del Duero,-0.4819355158466218,Ribera Del Duero Red,1.0381391636292512,0.0
Morca,Garnacha,2016,0.18249857946119255,0.5110005963920914,Espana,Campo de Borja,-0.6778654109101095,Grenache,0.31984242977441796,0.0
Carmelo Rodero,Ribera del Duero TSM,2015,0.18249857946119255,0.4773496898601526,Espana,Ribera del Duero,-0.15710437403083952,Ribera Del Duero Red,0.31984242977441796,0.0
Rodriguez Sanzo,Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019,0.18249857946119255,0.46239373140151313,Espana,Toro,-0.8964819254020012,Toro Red,1.3972875305566685,0.0
Lan,A Mano Rioja,2017,0.18249857946119255,0.45117676255753353,Espana,Rioja,-0.6937460445099922,Rioja Red,-0.39845430408041677,0.0
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014,0.18249857946119255,0.4175258560255947,Espana,Ribera del Duero,-0.2983801404713544,Ribera Del Duero Red,1.3972875305566685,0.0
Vinicola Real,200 Monges Rioja Gran Reserva,2001,0.18249857946119255,0.41004787679627497,Espana,Rioja,-0.2550693215625834,Rioja Red,-0.39845430408041677,0.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011,0.18249857946119255,0.38761393910831576,Espana,Rioja,0.5286502586913676,Rioja Red,-0.39845430408041677,0.0
Antidoto,La Hormiga de Antidoto,2019,0.18249857946119255,0.36144101180569665,Espana,Ribera del Duero,-0.7783052623794976,Ribera Del Duero Red,1.3972875305566685,0.0
Abadia Retuerta,Le Domaine Blanco de Guarda,2019,0.18249857946119255,0.35396303257637696,Espana,Sardon de Duero,-0.6555912754713131,Unknown,0.6789907967018337,0.0
Rafael Palacios,As Sortes Val do Bibei Godello,2019,0.18249857946119255,0.35022404296171705,Espana,Valdeorras,-0.3685024187046026,Unknown,0.31984242977441796,0.0
Bosque de Matasnos,Edicion Limitada,2015,0.18249857946119255,0.33152909488841775,Espana,Ribera del Duero,-0.6555667929859359,Ribera Del Duero Red,1.3972875305566685,0.0
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017,0.18249857946119255,0.2978781883564789,Espana,Valencia,-0.7098329201046786,Red,-0.39845430408041677,0.0
Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010,0.18249857946119255,0.2866612195124993,Espana,Rioja,-0.6077431326768613,Rioja Red,-0.39845430408041677,0.0
Remelluri,Granja Gran Reserva Rioja,2011,0.18249857946119255,0.2754442506685197,Espana,Rioja,-0.4221253373535572,Rioja Red,-0.39845430408041677,0.0
Perinet,Priorat,2016,0.18249857946119255,0.26048829220988023,Espana,Priorato,0.013045271682189323,Priorat Red,-0.39845430408041677,0.0
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2010,0.18249857946119255,0.24553233375124076,Espana,Ribera del Duero,3.013866296075607,Ribera Del Duero Red,1.3972875305566685,0.0
Costers del Siurana,Miserere,2005,0.18249857946119255,0.21188142721930195,Espana,Priorato,0.5878752752386159,Priorat Red,-0.39845430408041677,0.0
Martinet,Clos Martinet,2015,0.18249857946119255,0.21188142721930195,Espana,Priorato,0.021294951474336292,Priorat Red,-0.39845430408041677,0.0
Valquejigoso,V2 Tinto,2008,0.18249857946119255,0.20066445837532235,Espana,Madrid,-0.3810799630125077,Red,-0.39845430408041677,0.0
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015,0.18249857946119255,0.1109287076234855,Espana,Rioja,-0.34787821922423545,Rioja Red,-0.39845430408041677,0.0
Lan,A Mano Rioja,2018,0.18249857946119255,0.1109287076234855,Espana,Rioja,-0.710864130078697,Rioja Red,-0.39845430408041677,0.0
Contino,Rioja Gran Reserva,2016,0.18249857946119255,0.10345072839416576,Espana,Rioja,-0.4932788255608237,Rioja Red,-0.39845430408041677,0.0
Vinedos de Paganos,El Puntido Gran Reserva,2007,0.18249857946119255,0.10345072839416576,Espana,Rioja,-0.3035361903414462,Rioja Red,-0.39845430408041677,0.0
Alion,Ribera del Duero,1996,0.18249857946119255,0.07353881147688682,Espana,Ribera del Duero,1.5804844321900913,Ribera Del Duero Red,1.3972875305566685,0.0
Remirez de Ganuza,Trasnocho,2010,0.18249857946119255,0.06979982186222695,Espana,Rioja,1.4309589859574297,Rioja Red,-0.39845430408041677,0.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016,0.18249857946119255,0.04736588417426774,Espana,Rioja,0.07285545017525412,Rioja Red,-0.39845430408041677,0.0
Martinet,Clos Martinet,2011,0.18249857946119255,0.036148915330288134,Espana,Priorato,0.23826153000779843,Priorat Red,-0.39845430408041677,0.0
Volver,Triga,2017,0.18249857946119255,0.013714977642328928,Espana,Alicante,-0.710864130078697,Red,-0.39845430408041677,0.0
Volver,Cuvee Old Vines Unfiltered,2017,0.18249857946119255,0.006236998413009191,Espana,Jumilla,-0.9152499469291354,Red,-0.39845430408041677,0.0
La Vicalanda,Gran Reserva,2010,0.18249857946119255,-0.0012409808163105457,Espana,Rioja,-0.10554387532992168,Rioja Red,-0.39845430408041677,0.0
Monovar,Fondillon,1996,0.18249857946119255,-0.01245794966029015,Espana,Alicante,0.19660064705745692,Red,-0.39845430408041677,0.0
Alvaro Domecq,1730 Pedro Ximenez,N.V.,0.18249857946119255,-0.019935928889609888,Espana,Jerez Pedro Ximenes (PX),-0.5159654449892276,Sherry,-0.39845430408041677,0.0
Bodegas Mas Alta,Cirerets,2018,0.18249857946119255,-0.023674918504269754,Espana,Priorato,-0.4963724554828789,Priorat Red,-0.39845430408041677,0.0
Cillar de Silos,Dominio del Pidio,2018,0.18249857946119255,-0.0535868354215487,Espana,Ribera del Duero,-0.44584316675597935,Ribera Del Duero Red,1.3972875305566685,0.0
Contino,Vina del Olivo,2016,0.18249857946119255,-0.05732582503620857,Espana,Rioja,1.755790127773212,Rioja Red,-0.39845430408041677,0.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012,0.18249857946119255,-0.0648038042655283,Espana,Rioja,0.25022356570641135,Rioja Red,-0.39845430408041677,0.0
Martinet,Clos Martinet,2008,0.18249857946119255,-0.07228178349484804,Espana,Priorato,1.007131686635885,Priorat Red,-0.39845430408041677,0.0
Ossian,Vinas Viejas Verdejo,2019,0.18249857946119255,-0.07602077310950792,Espana,Castilla y Leon,-0.7727367285197984,Verdejo,-2.194196138717502,0.0
Carmelo Rodero,Reserva,2017,0.18249857946119255,-0.08349875233882764,Espana,Ribera del Duero,-0.7098329201046786,Ribera Del Duero Red,1.3972875305566685,0.0
Los Aguilares,Tadeo Tinto,2014,0.18249857946119255,-0.09097673156814738,Espana,Sierras de Malaga,-0.6469291116895589,Red,-0.39845430408041677,0.0
Dominio de Cair,Tierras de Cair Reserva,2014,0.18249857946119255,-0.11714965887076646,Espana,Ribera del Duero,-0.5644323137680903,Ribera Del Duero Red,1.3972875305566685,0.0
Bodega Rento,Tinto,2014,0.18249857946119255,-0.12088864848542633,Espana,Ribera del Duero,-0.5617511678356426,Ribera Del Duero Red,1.3972875305566685,0.0
R. Lopez de Heredia,Gran Reserva Rosado,2011,0.18249857946119255,-0.1246276381000862,Espana,Rioja Alta,-0.29734893049733596,Unknown,-1.1167510379352508,0.0
Chivite,Navarra Coleccion 125 Blanco,2017,0.18249857946119255,-0.13210561732940593,Espana,Navarra,-0.27775594099098727,Chardonnay,-0.39845430408041677,0.0
Remelluri,Rioja Blanco,2017,0.18249857946119255,-0.14332258617338553,Espana,Rioja,-0.3128170801076113,Rioja White,-2.194196138717502,0.0
Castano,Casa Cisca Monastrell,2015,0.18249857946119255,-0.1470615757880454,Espana,Yecla,-0.6015558728327511,Monastrell,1.3972875305566685,0.0
Dominio do Bibei,Lapola,2019,0.18249857946119255,-0.16201753424668489,Espana,Ribeira Sacra,-0.89978179731886,Unknown,-0.39845430408041677,0.0
Allende,Calvario Rioja,2008,0.18249857946119255,-0.16575652386134476,Espana,Rioja,0.4729649200943763,Rioja Red,-0.39845430408041677,0.0
Remelluri,Granja Gran Reserva Rioja,2012,0.18249857946119255,-0.1694955134760046,Espana,Rioja,-0.3798457284188045,Rioja Red,-0.39845430408041677,0.0
Ferrer Bobet,Seleccio Especial Vinyes Velles,2013,0.18249857946119255,-0.20314642000794342,Espana,Priorato,0.11410384913598838,Priorat Red,-0.39845430408041677,0.0
Vall Llach,Idus,2017,0.18249857946119255,-0.22184136808124277,Espana,Priorato,-0.5654635237421086,Priorat Red,-0.39845430408041677,0.0
Martinet,Clos Martinet,2007,0.18249857946119255,-0.23305833692522238,Espana,Priorato,1.8562299792426,Priorat Red,-0.39845430408041677,0.0
Marco Abella,Clos Abella Seleccion Especial,2014,0.18249857946119255,-0.24801429538386185,Espana,Priorato,-0.42315654732757546,Priorat Red,-0.39845430408041677,0.0
Casa Castillo,Pie Franco,2017,0.18249857946119255,-0.25175328499852173,Espana,Jumilla,0.2807473809373548,Monastrell,1.3972875305566685,0.0
Sierra Cantabria,Amancio,2013,0.18249857946119255,-0.25175328499852173,Espana,Rioja,0.5581428639482927,Rioja Red,-0.39845430408041677,0.0
Emilio Moro,Malleolus de Sanchomartin,2007,0.18249857946119255,-0.25175328499852173,Espana,Ribera del Duero,2.6941912041299165,Ribera Del Duero Red,1.3972875305566685,0.0
Espectacle del Montsant,Tinto,2016,0.18249857946119255,-0.26297025384250133,Espana,Montsant,1.2678215680677256,Montsant Red,-0.39845430408041677,0.0
Lan,Culmen Reserva Rioja,2001,0.18249857946119255,-0.2667092434571612,Espana,Rioja,0.09554206960365785,Rioja Red,-0.39845430408041677,0.0
Javier Sanz Viticultor,Singular V Malcorta Verdejo,2020,0.18249857946119255,-0.2667092434571612,Espana,Rueda,-0.9668104456300531,Verdejo,-2.194196138717502,0.0
Espectacle del Montsant,Tinto,2014,0.18249857946119255,-0.2779262123011408,Espana,Montsant,1.7454780280330284,Montsant Red,-0.39845430408041677,0.0
Remirez de Ganuza,Trasnocho,2014,0.18249857946119255,-0.2816652019158007,Espana,Rioja,0.3791248124587059,Rioja Red,-0.39845430408041677,0.0
Mas Doix,Doix,2013,0.18249857946119255,-0.2816652019158007,Espana,Priorato,0.28899706072950143,Priorat Red,-0.39845430408041677,0.0
Protos,Seleccion Finca el Grajo Viejo,2016,0.18249857946119255,-0.2891431811451204,Espana,Ribera del Duero,-0.09110693569366463,Ribera Del Duero Red,1.3972875305566685,0.0
Sierra Cantabria,Finca el Bosque,2014,0.18249857946119255,-0.2891431811451204,Espana,Rioja,0.34200125339404513,Rioja Red,-0.39845430408041677,0.0
Tinto Pesquera,Millenium Reserva,2015,0.18249857946119255,-0.29662116037444014,Espana,Ribera del Duero,0.21928726648586064,Ribera Del Duero Red,1.3972875305566685,0.0
Harveys,30 Years VORS Pedro Ximenez Sherry,N.V.,0.18249857946119255,-0.3003601499891,Espana,Jerez Pedro Ximenes (PX),-0.11173113517403176,Sherry,-0.39845430408041677,0.0
Marques de Caceres,Gaudium,1994,0.18249857946119255,-0.3003601499891,Espana,Rioja,1.2504972405042172,Rioja Red,-0.39845430408041677,0.0
Contino,Vina del Olivo,2015,0.18249857946119255,-0.3003601499891,Espana,Rioja,-0.007578927798177808,Rioja Red,-0.39845430408041677,0.0
Sierra Cantabria,Finca el Bosque,2012,0.18249857946119255,-0.3040991396037599,Espana,Rioja,0.29972164445929256,Rioja Red,-0.39845430408041677,0.0
Orben,Malpuesto,2018,0.18249857946119255,-0.3040991396037599,Espana,Rioja,-0.5953686129886411,Rioja Red,-0.39845430408041677,0.0
Jaro,Chafandin,2018,0.18249857946119255,-0.3153161084477395,Espana,Ribera del Duero,-0.7304571195850457,Ribera Del Duero Red,1.3972875305566685,0.0
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2012,0.18249857946119255,-0.33027206690637895,Espana,Rioja,0.7142680540146717,Rioja Red,-0.39845430408041677,0.0
Dominio del Aguila,Reserva,2017,0.18249857946119255,-0.3377500461356987,Espana,Ribera del Duero,-0.15297953413476603,Ribera Del Duero Red,1.3972875305566685,0.0
Vina Sastre,Regina Vides Ribera del Duero,2012,0.18249857946119255,-0.34148903575035855,Espana,Ribera del Duero,0.020057499505514217,Ribera Del Duero Red,1.3972875305566685,0.0
Mustiguillo,Quincha Corral,2016,0.18249857946119255,-0.35270600459433815,Espana,El Terrerazo,0.321377053913678,Red,-0.39845430408041677,0.0
Martinet,Els Escurcons,2014,0.18249857946119255,-0.3601839838236579,Espana,Priorato,0.2912657226723418,Priorat Red,-0.39845430408041677,0.0
Remirez de Ganuza,Rioja Reserva,2014,0.18249857946119255,-0.36392297343831775,Espana,Rioja,-0.2983801404713544,Rioja Red,-0.39845430408041677,0.0
Vall Llach,Idus,2018,0.18249857946119255,-0.36766196305297766,Espana,Priorato,-0.5953686129886411,Priorat Red,-0.39845430408041677,0.0
Vina Pomal,Vinos Singulares Tempranillo Blanco Reserva,2014,0.18249857946119255,-0.36766196305297766,Espana,Rioja,-0.6077431326768613,Rioja White,-2.194196138717502,0.0
Astrales,Christina Ribera del Duero,2016,0.18249857946119255,-0.36392297343831775,Espana,Ribera del Duero,-0.2806433289182387,Ribera Del Duero Red,1.3972875305566685,0.0
Merum Priorati,Desti,2018,0.18249857946119255,-0.38635691112627696,Espana,Priorato,-0.7098329201046786,Priorat Red,-0.39845430408041677,0.0
Hacienda Lopez de Haro,Gran Reserva Classica Tinto,2001,0.18249857946119255,-0.39009590074093686,Espana,Rioja,-0.5695883636381821,Rioja Red,-0.39845430408041677,0.0
Alto Moncayo,Aquilon Garnacha,2014,0.18249857946119255,-0.3938348903555967,Espana,Campo de Borja,0.734892253495039,Grenache,1.3972875305566685,0.0
Cayetano del Pino,Palo Cortado 1/10,N.V.,0.18249857946119255,-0.3938348903555967,Espana,Jerez-Xeres-Sherry,-0.811922707532496,Sherry,-0.39845430408041677,0.0
Remelluri,Rioja Blanco,2018,0.18249857946119255,-0.40879084881423616,Espana,Rioja,-0.2550693215625834,Rioja White,-2.194196138717502,0.0
