winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
huerta de albala,taberner no. 1,2013,4.6,32,espana,cadiz,79.9,red,4.0,3.0
gomez cruzado,vina motulleri,2011,4.6,30,espana,rioja,79.0,rioja red,4.0,3.0
castell d'encus,saktih,2013,4.6,30,espana,costers del segre,195.27,red,4.0,3.0
abadia retuerta,cuvee palomar,2017,4.6,30,espana,sardon de duero,58.9,red,4.0,3.0
dominio de atauta,valdegatiles ribera del duero,2013,4.6,29,espana,ribera del duero,111.9,ribera del duero red,5.0,3.0
bodegas 6o elemento - vino sexto elemento,respeto,2017,4.6,29,espana,utiel-requena,29.95,red,4.0,3.0
enate,uno tinto,2010,4.6,28,espana,somontano,129.9,red,4.0,3.0
benjamin de rothschild - vega sicilia,macan,2017,4.6,28,espana,rioja,69.95,rioja red,4.0,3.0
mas doix,1903 centenary grenache,2016,4.6,28,espana,priorato,299.0,priorat red,4.0,3.0
bodegas aragonesas,galiano seleccion especial,2013,4.6,28,espana,campo de borja,99.95,red,4.0,3.0
telmo rodriguez,molino real,2016,4.6,28,espana,malaga,41.69,ribera del duero red,4.0,3.0
anima negra,son negre,2004,4.6,27,espana,mallorca,374.35,red,4.0,3.0
tomas postigo,5o ano ribera del duero tinto,2017,4.6,27,espana,ribera del duero,46.45,ribera del duero red,5.0,3.0
acustic celler,etern vinyes molt velles,2016,4.6,26,espana,priorato,42.5,priorat red,4.0,3.0
vina pedrosa,40 aniversario gran reserva,2012,4.6,25,espana,ribera del duero,95.0,ribera del duero red,5.0,3.0
osborne,solera bc-200,n.v.,4.6,25,espana,jerez-xeres-sherry,197.3,sherry,4.0,3.0
recaredo,corpinnat enoteca reserva particular de recaredo,2004,4.6,25,espana,cataluna,130.0,sparkling,2.0,3.0
toro albala,don px pedro ximenez,1968,4.6,25,espana,montilla-moriles,181.5,pedro ximenez,5.0,1.0
aalto,ps (pagos seleccionados) ribera del duero,2016,4.5,4411,espana,ribera del duero,78.65,ribera del duero red,5.0,3.0
marques de murrieta,castillo ygay gran reserva especial tinto,2005,4.5,3521,espana,rioja,400.0,rioja red,4.0,3.0
la rioja alta,gran reserva 890,2005,4.5,3443,espana,rioja,125.0,rioja red,4.0,3.0
marques de murrieta,castillo ygay gran reserva especial tinto,2009,4.5,3148,espana,rioja,229.0,rioja red,4.0,3.0
pintia,toro,2016,4.5,3118,espana,toro,40.41,toro red,5.0,3.0
dominio de pingus,flor de pingus,2016,4.5,2887,espana,ribera del duero,101.94,ribera del duero red,5.0,3.0
aalto,ps (pagos seleccionados) ribera del duero,2015,4.5,2858,espana,ribera del duero,172.5,ribera del duero red,5.0,3.0
bodegas el nido,clio,2015,4.5,2712,espana,jumilla,33.2,red,4.0,3.0
dominio de pingus,flor de pingus,2014,4.5,2710,espana,ribera del duero,125.0,ribera del duero red,5.0,3.0
dominio de pingus,flor de pingus,2010,4.5,2551,espana,ribera del duero,125.0,ribera del duero red,5.0,3.0
dominio de pingus,flor de pingus,2015,4.5,2530,espana,ribera del duero,125.0,ribera del duero red,5.0,3.0
bodegas el nido,clio,2016,4.5,2228,espana,jumilla,31.75,red,4.0,3.0
bodegas el nido,clio,2017,4.5,2220,espana,jumilla,39.5,red,4.0,3.0
aalto,ps (pagos seleccionados) ribera del duero,2011,4.5,2207,espana,ribera del duero,64.0,ribera del duero red,5.0,3.0
pago de carraovejas,tinto,2019,4.5,2144,espana,ribera del duero,33.8,ribera del duero red,5.0,3.0
benjamin de rothschild - vega sicilia,macan,2014,4.5,1910,espana,rioja,58.95,rioja red,4.0,3.0
aalto,tinto,2018,4.5,1864,espana,ribera del duero,33.25,ribera del duero red,5.0,3.0
bodegas el nido,clio,2018,4.5,1520,espana,jumilla,61.8491765262698,red,4.0,3.0
alto moncayo,garnacha,2017,4.5,1503,espana,campo de borja,44.27,grenache,5.0,3.0
pago de los capellanes,parcela el nogal tinto,2015,4.5,1393,espana,ribera del duero,45.9,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,2003,4.5,1346,espana,ribera del duero,239.2,ribera del duero red,5.0,3.0
benjamin de rothschild - vega sicilia,macan,2015,4.5,1345,espana,rioja,68.9,rioja red,4.0,3.0
alion,ribera del duero,2003,4.5,1236,espana,ribera del duero,164.0,ribera del duero red,5.0,3.0
belondrade,belondrade y lurton,2018,4.5,1192,espana,rueda,32.85,verdejo,3.0,3.0
pago de los capellanes,parcela el nogal tinto,2014,4.5,1163,espana,ribera del duero,40.95,ribera del duero red,5.0,3.0
pago de carraovejas,reserva,2014,4.5,1148,espana,ribera del duero,69.5803235920536,ribera del duero red,5.0,3.0
dominio de pingus,flor de pingus,2017,4.5,1094,espana,ribera del duero,110.0,ribera del duero red,5.0,3.0
remirez de ganuza,rioja reserva,2012,4.5,1089,espana,rioja,49.75,rioja red,4.0,3.0
muga,prado enea gran reserva,2014,4.5,1014,espana,rioja,51.0,rioja red,4.0,3.0
remirez de ganuza,rioja reserva,2011,4.5,1012,espana,rioja,59.9,rioja red,4.0,3.0
la rioja alta,gran reserva 890,2004,4.5,990,espana,rioja,290.7,rioja red,4.0,3.0
belondrade,belondrade y lurton,2019,4.5,961,espana,rueda,37.7,verdejo,3.0,3.0
clos mogador,priorat,2015,4.5,955,espana,priorato,146.95,priorat red,4.0,3.0
bodegas tradicion,pedro ximenez tradicion 20 years old vos,n.v.,4.5,854,espana,jerez pedro ximenes (px),68.9,pedro ximenez,5.0,1.0
muga,torre muga,2016,4.5,838,espana,rioja,70.5,rioja red,4.0,3.0
benjamin de rothschild - vega sicilia,macan,2016,4.5,813,espana,rioja,64.0,rioja red,4.0,3.0
bodega numanthia,termanthia,2010,4.5,729,espana,toro,168.0,toro red,5.0,3.0
emilio moro,malleolus de valderramiro,2011,4.5,719,espana,ribera del duero,173.95,ribera del duero red,5.0,3.0
clos mogador,priorat,2017,4.5,666,espana,priorato,65.0,priorat red,4.0,3.0
marques de murrieta,dalmau rioja,2014,4.5,642,espana,rioja,67.6,rioja red,4.0,3.0
hacienda monasterio,reserva,2015,4.5,629,espana,ribera del duero,53.95,ribera del duero red,5.0,3.0
pago de los capellanes,parcela el nogal tinto,2016,4.5,595,espana,ribera del duero,42.95,ribera del duero red,5.0,3.0
la rioja alta,gran reserva 890,1995,4.5,574,espana,rioja,127.23,rioja red,4.0,3.0
bodegas el nido,clio,2019,4.5,550,espana,jumilla,47.3,red,4.0,3.0
muga,aro,2015,4.5,529,espana,rioja,169.4,rioja red,4.0,3.0
remirez de ganuza,gran reserva,2007,4.5,529,espana,rioja,121.838963251908,rioja red,4.0,3.0
senorio de san vicente,san vicente rioja,2017,4.5,505,espana,rioja,34.8,rioja red,4.0,3.0
carmelo rodero,ribera del duero tsm,2017,4.5,503,espana,ribera del duero,55.35,ribera del duero red,5.0,3.0
vina sastre,pago de santa cruz,2016,4.5,501,espana,ribera del duero,75.95,ribera del duero red,5.0,3.0
bodegas valduero,ribera del duero reserva premium 6 anos,2011,4.5,500,espana,ribera del duero,48.7,ribera del duero red,5.0,3.0
remirez de ganuza,trasnocho,2012,4.5,499,espana,rioja,118.89,rioja red,4.0,3.0
costers del siurana,clos de l'obac,2005,4.5,493,espana,priorato,92.8716274104906,priorat red,4.0,3.0
vega sicilia,valbuena 5o,1996,4.5,488,espana,ribera del duero,290.4,ribera del duero red,5.0,3.0
arzuaga,reserva ribera del duero,2017,4.5,477,espana,ribera del duero,31.8,ribera del duero red,5.0,3.0
la rioja alta,gran reserva 890,2010,4.5,469,espana,rioja,149.5,rioja red,4.0,3.0
francisco barona,ribera del duero,2018,4.5,462,espana,ribera del duero,35.85,ribera del duero red,5.0,3.0
vina sastre,pago de santa cruz,2015,4.5,420,espana,ribera del duero,82.95,ribera del duero red,5.0,3.0
bodegas valduero,ribera del duero reserva premium 6 anos,2012,4.5,406,espana,ribera del duero,59.0,ribera del duero red,5.0,3.0
juan gil,bruto,2018,4.5,384,espana,jumilla,37.7,monastrell,5.0,3.0
lan,culmen reserva rioja,2015,4.5,365,espana,rioja,42.75,rioja red,4.0,3.0
bodegas roda,cirsion rioja,2016,4.5,353,espana,rioja,175.57,rioja red,4.0,3.0
clos mogador,priorat,2018,4.5,336,espana,priorato,61.64,priorat red,4.0,3.0
juan gil,bruto,2017,4.5,322,espana,jumilla,30.7,monastrell,5.0,3.0
bodegas mauro,vs,2017,4.5,318,espana,castilla y leon,56.5,tempranillo,4.0,2.0
bodega numanthia,termanthia,2013,4.5,316,espana,toro,207.11,toro red,5.0,3.0
remirez de ganuza,trasnocho,2011,4.5,301,espana,rioja,110.5,rioja red,4.0,3.0
hacienda monasterio,reserva,2016,4.5,297,espana,ribera del duero,55.95,ribera del duero red,5.0,3.0
r. lopez de heredia,vina tondonia gran reserva,1995,4.5,292,espana,rioja,170.0,rioja red,4.0,3.0
abadia retuerta,petit verdot,2015,4.5,286,espana,sardon de duero,107.9,red,4.0,3.0
tomas postigo,5o ano ribera del duero tinto,2011,4.5,264,espana,ribera del duero,69.9,ribera del duero red,5.0,3.0
dominio del bendito,el titan del bendito,2017,4.5,261,espana,toro,49.5,toro red,5.0,3.0
abadia retuerta,petit verdot,2014,4.5,249,espana,sardon de duero,176.98,red,4.0,3.0
sierra cantabria,amancio,2012,4.5,246,espana,rioja,90.0,rioja red,4.0,3.0
martinet,clos martinet,2014,4.5,230,espana,priorato,65.0,priorat red,4.0,3.0
remirez de ganuza,trasnocho,2006,4.5,229,espana,rioja,95.0,rioja red,4.0,3.0
adama wines,tinto,2009,4.5,229,espana,ribera del duero,39.0,ribera del duero red,5.0,3.0
alion,ribera del duero,1995,4.5,226,espana,ribera del duero,193.0,ribera del duero red,5.0,3.0
muga,aro,2016,4.5,222,espana,rioja,174.91,rioja red,4.0,3.0
vega sicilia,valbuena 5o,1987,4.5,221,espana,ribera del duero,312.0,ribera del duero red,5.0,3.0
milsetentayseis,tinto,2018,4.5,218,espana,ribera del duero,52.9,ribera del duero red,5.0,3.0
vina sastre,pago de santa cruz,2017,4.5,217,espana,ribera del duero,40.9,ribera del duero red,5.0,3.0
espectacle del montsant,tinto,2013,4.5,214,espana,montsant,157.95,montsant red,4.0,3.0
tinto pesquera,millenium gran reserva,2015,4.5,213,espana,ribera del duero,77.5,ribera del duero red,5.0,3.0
vina sastre,regina vides ribera del duero,2011,4.5,213,espana,ribera del duero,116.0,ribera del duero red,5.0,3.0
alvaro palacios,finca dofi,2006,4.5,207,espana,priorato,75.0,priorat red,4.0,3.0
arzuaga,gran reserva ribera del duero,2015,4.5,205,espana,ribera del duero,80.98,ribera del duero red,5.0,3.0
contino,vina del olivo,2017,4.5,203,espana,rioja,64.5,rioja red,4.0,3.0
dominio de pingus,flor de pingus,2019,4.5,201,espana,ribera del duero,118.5,ribera del duero red,5.0,3.0
ferrer bobet,seleccio especial vinyes velles,2015,4.5,197,espana,priorato,64.0,priorat red,4.0,3.0
clos mogador,priorat,2003,4.5,196,espana,priorato,95.0,priorat red,4.0,3.0
allende,calvario rioja,2009,4.5,194,espana,rioja,125.97,rioja red,4.0,3.0
bodegas valduero,ribera del duero una cepa i,2017,4.5,194,espana,ribera del duero,26.5,ribera del duero red,5.0,3.0
matarromera,ribera del duero prestigio,2015,4.5,190,espana,ribera del duero,54.01,ribera del duero red,5.0,3.0
vina sastre,regina vides ribera del duero,2014,4.5,189,espana,ribera del duero,104.9,ribera del duero red,5.0,3.0
familia torres,grans muralles,2015,4.5,189,espana,conca de barbera,170.5,red,4.0,3.0
vina sastre,pesus ribera del duero,2014,4.5,189,espana,ribera del duero,315.0,ribera del duero red,5.0,3.0
pazo barrantes,gran vino albarino,2019,4.5,188,espana,rias baixas,34.9,albarino,3.0,3.0
arzuaga,reserva especial ribera del duero,2015,4.5,187,espana,ribera del duero,51.5,ribera del duero red,5.0,3.0
tio pepe,cuatro palmas amontillado,n.v.,4.5,186,espana,jerez amontillado,112.26,sherry,4.0,3.0
abadia retuerta,pago garduna,2016,4.5,186,espana,castilla y leon,71.85,syrah,4.0,3.0
belondrade,belondrade y lurton,2020,4.5,184,espana,rueda,38.9,verdejo,3.0,3.0
pintia,toro,2017,4.5,178,espana,toro,54.09,toro red,5.0,3.0
bodega contador (benjamin romeo),la cueva del contador rioja,2017,4.5,174,espana,rioja,67.9,rioja red,4.0,3.0
sierra cantabria,finca el bosque,2016,4.5,173,espana,rioja,80.95,rioja red,4.0,3.0
alvear,solera 1830 pedro ximenez,n.v.,4.5,171,espana,montilla-moriles,114.5,pedro ximenez,5.0,1.0
bodega contador (benjamin romeo),que bonito cacareaba blanco,2018,4.5,170,espana,rioja,50.34,rioja white,3.0,3.0
tomas postigo,5o ano ribera del duero tinto,2014,4.5,165,espana,ribera del duero,57.96,ribera del duero red,5.0,3.0
marques de riscal,baron de chirel rioja reserva,2016,4.5,163,espana,rioja,73.62,rioja red,4.0,3.0
ossian,capitel,2016,4.5,162,espana,castilla y leon,144.78,verdejo,3.0,3.0
recaredo,turo d'en mota,2005,4.5,161,espana,cava,90.0,cava,2.0,3.0
sierra cantabria,amancio,2015,4.5,156,espana,rioja,89.95,rioja red,4.0,3.0
vina sastre,regina vides ribera del duero,2015,4.5,154,espana,ribera del duero,92.8,ribera del duero red,5.0,3.0
marques de grinon,emeritvs (emeritus),2013,4.5,147,espana,dominio de valdepusa,48.9,red,4.0,3.0
vina sastre,regina vides ribera del duero,2016,4.5,144,espana,ribera del duero,70.55,ribera del duero red,5.0,3.0
recaredo,turo d'en mota,2006,4.5,142,espana,cava,110.0,cava,2.0,3.0
martinet,cami pesseroles,2009,4.5,141,espana,priorato,139.3,priorat red,4.0,3.0
dominio del aguila,reserva,2018,4.5,141,espana,ribera del duero,59.8,ribera del duero red,5.0,3.0
sierra cantabria,amancio,2014,4.5,140,espana,rioja,75.0,rioja red,4.0,3.0
cruz de alba,finca los hoyales ribera del duero,2015,4.5,140,espana,ribera del duero,57.0,ribera del duero red,5.0,3.0
artadi,vina el pison,2013,4.5,137,espana,vino de espana,253.47,tempranillo,4.0,2.0
emilio rojo,blanco,2017,4.5,134,espana,ribeiro,49.95,ribera del duero red,4.0,3.0
vina sastre,pesus ribera del duero,2015,4.5,134,espana,ribera del duero,298.0,ribera del duero red,5.0,3.0
abadia retuerta,pago garduna,2009,4.5,132,espana,castilla y leon,73.6,syrah,4.0,3.0
bodegas mas alta,la basseta,2013,4.5,132,espana,priorato,58.0,priorat red,4.0,3.0
territorio luthier,territorio luthier reserva,2016,4.5,128,espana,ribera del duero,54.0,ribera del duero red,5.0,3.0
alion,ribera del duero,2018,4.5,128,espana,ribera del duero,78.38,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,1988,4.5,126,espana,ribera del duero,228.63,ribera del duero red,5.0,3.0
anima negra,son negre,2011,4.5,121,espana,mallorca,228.9,red,4.0,3.0
costers del siurana,clos de l'obac,2010,4.5,121,espana,priorato,81.3,priorat red,4.0,3.0
dominio de es,vinas viejas de soria ribera del duero,2018,4.5,117,espana,ribera del duero,165.0,ribera del duero red,5.0,3.0
vina sastre,pago de santa cruz gran reserva ribera del duero,2014,4.5,115,espana,ribera del duero,54.9,ribera del duero red,5.0,3.0
rafael palacios,as sortes val do bibei godello,2020,4.5,115,espana,valdeorras,55.0,ribera del duero red,4.0,3.0
martinet,cami pesseroles,2010,4.5,113,espana,priorato,131.85,priorat red,4.0,3.0
pago de los capellanes,parcela el picon tinto,2015,4.5,113,espana,ribera del duero,148.39,ribera del duero red,5.0,3.0
adama wines,tinto,2011,4.5,110,espana,ribera del duero,39.0,ribera del duero red,5.0,3.0
jesus madrazo,seleccion rioja,2015,4.5,107,espana,rioja,67.1,rioja red,4.0,3.0
tinto pesquera,millenium reserva,1996,4.5,106,espana,ribera del duero,199.45,ribera del duero red,5.0,3.0
bodegas naluar & acediano,acediano,2015,4.5,104,espana,ribera del duero,52.0,ribera del duero red,5.0,3.0
marques de caceres,gaudium,2016,4.5,104,espana,rioja,34.9,rioja red,4.0,3.0
dominio de es,vinas viejas de soria ribera del duero,2017,4.5,103,espana,ribera del duero,75.81,ribera del duero red,5.0,3.0
sierra cantabria,finca el bosque,2017,4.5,103,espana,rioja,84.36,rioja red,4.0,3.0
trus,pico de luyas,2016,4.5,103,espana,ribera del duero,47.95,ribera del duero red,5.0,3.0
artadi,grandes anadas rioja,2001,4.5,103,espana,rioja,391.65,rioja red,4.0,3.0
juan gil,bruto,2019,4.5,104,espana,jumilla,32.5,monastrell,5.0,3.0
muga,aro,2004,4.5,102,espana,rioja,198.0,rioja red,4.0,3.0
mestres,mas via gran reserva brut,2004,4.5,102,espana,cava,40.33,cava,2.0,3.0
alvaro palacios,les aubaguetes priorat,2015,4.5,99,espana,priorato,302.5,priorat red,4.0,3.0
quinta de la quietud,la mula de la quietud,2016,4.5,99,espana,toro,62.0,toro red,5.0,3.0
chivite,navarra coleccion 125 blanco,2018,4.5,97,espana,navarra,49.1,chardonnay,4.0,3.0
marques de murrieta,dalmau rioja,2015,4.5,97,espana,rioja,75.0,rioja red,4.0,3.0
enate,chardonnay uno,2011,4.5,96,espana,somontano,200.13,chardonnay,4.0,3.0
toro albala,don px vieja cosecha,1973,4.5,95,espana,montilla-moriles,113.0,pedro ximenez,5.0,1.0
bodega ribas,ribas de cabrera,2018,4.5,94,espana,mallorca,68.4059721390231,red,4.0,3.0
vinas del cenit,cenit,2012,4.5,92,espana,tierra del vino de zamora,37.5,tempranillo,4.0,2.0
artadi,el carretil,2012,4.5,88,espana,vino de espana,165.0,tempranillo,4.0,2.0
alvaro palacios,quinon de valmira,2016,4.5,88,espana,rioja,415.0,rioja red,4.0,3.0
bodegas naluar & acediano,acediano,2014,4.5,87,espana,ribera del duero,74.0,ribera del duero red,5.0,3.0
mas del serral,mas del serral,2007,4.5,82,espana,penedes,192.16,sparkling,2.0,3.0
cervoles,estrats,2009,4.5,81,espana,costers del segre,59.82,red,4.0,3.0
anima negra,son negre,2016,4.5,81,espana,mallorca,164.9,red,4.0,3.0
diez merito,fino imperial amontillado 30 anos,n.v.,4.5,81,espana,jerez amontillado,94.9,sherry,4.0,3.0
valdespino,coliseo amontillado vors,n.v.,4.5,81,espana,jerez amontillado,199.0,sherry,4.0,3.0
sierra cantabria,finca el bosque,2018,4.5,81,espana,rioja,85.95,rioja red,4.0,3.0
familia torres,grans muralles,2000,4.5,81,espana,conca de barbera,125.05,red,4.0,3.0
emilio moro,malleolus de valderramiro,2018,4.5,82,espana,ribera del duero,85.55,ribera del duero red,5.0,3.0
bodega contador (benjamin romeo),contador rioja,2016,4.5,80,espana,rioja,317.75,rioja red,4.0,3.0
adama wines,tinto,2010,4.5,79,espana,ribera del duero,35.0,ribera del duero red,5.0,3.0
r. lopez de heredia,vina tondonia gran reserva blanco,1981,4.5,78,espana,rioja alta,274.95,rioja white,3.0,3.0
martinet,cami pesseroles,2014,4.5,78,espana,priorato,82.55,priorat red,4.0,3.0
clos mogador,priorat,2019,4.5,76,espana,priorato,63.9,priorat red,4.0,3.0
marques de burgos,8000,2017,4.5,75,espana,ribera del duero,29.95,ribera del duero red,5.0,3.0
vina sastre,pesus ribera del duero,2009,4.5,75,espana,ribera del duero,312.6,ribera del duero red,5.0,3.0
bodegas mas alta,la basseta,2017,4.5,75,espana,priorato,58.95,priorat red,4.0,3.0
artadi,la poza de ballesteros,2010,4.5,74,espana,vino de espana,99.35,tempranillo,4.0,2.0
penafiel,mironia black edition tempranillo,2015,4.5,73,espana,ribera del duero,49.5,ribera del duero red,5.0,3.0
bodegas mas alta,la creu alta,2015,4.5,73,espana,priorato,234.98,priorat red,4.0,3.0
costers del siurana,miserere,2010,4.5,74,espana,priorato,78.5,priorat red,4.0,3.0
muga,prado enea gran reserva,2015,4.5,72,espana,rioja,56.95,rioja red,4.0,3.0
tobia,alma tobia rioja,2015,4.5,72,espana,rioja,40.0,rioja red,4.0,3.0
tresmano - tr3smano,tm,2016,4.5,71,espana,ribera del duero,100.0,tempranillo,4.0,2.0
mas doix,doix,2017,4.5,71,espana,priorato,79.9,priorat red,4.0,3.0
sei solo,tinto,2012,4.5,70,espana,ribera del duero,63.5,ribera del duero red,5.0,3.0
miguel merino,la loma,2017,4.5,69,espana,rioja alta,38.9,rioja red,4.0,3.0
finca villacreces,nebro ribera del duero,2011,4.5,69,espana,ribera del duero,154.5,ribera del duero red,5.0,3.0
clos erasmus,priorat,2012,4.5,69,espana,priorato,374.66,priorat red,4.0,3.0
artadi,el carretil,2015,4.5,66,espana,vino de espana,143.51,tempranillo,4.0,2.0
virgen de la asuncion,el canto del angel,2014,4.5,66,espana,ribera del duero,59.95,ribera del duero red,5.0,3.0
artadi,grandes anadas rioja,1998,4.5,66,espana,rioja,467.65,rioja red,4.0,3.0
remirez de ganuza,rioja blanco reserva,2012,4.5,66,espana,rioja,65.5,rioja white,3.0,3.0
remirez de ganuza,gran reserva,2011,4.5,65,espana,rioja,88.5,rioja red,4.0,3.0
romate,cayetano del pino viejisimo palo cortado,n.v.,4.5,61,espana,jerez palo cortado,25.92,sherry,4.0,3.0
allende,calvario rioja,2002,4.5,61,espana,rioja,95.0,rioja red,4.0,3.0
dominio del aguila,gran reserva penas aladas,2012,4.5,61,espana,ribera del duero,559.02,ribera del duero red,5.0,3.0
martinet,cami pesseroles,2012,4.5,60,espana,priorato,115.85,priorat red,4.0,3.0
sara perez y rene barbier,gratallops partida bellvisos,2005,4.5,59,espana,priorato,266.81,priorat red,4.0,3.0
dehesa del carrizal,coleccion privada,2017,4.5,59,espana,dehesa del carrizal,26.9,red,4.0,3.0
tarsus,finca el canto,2015,4.5,58,espana,ribera del duero,89.66,tempranillo,4.0,2.0
hacienda solano,finca cascorrales,2016,4.5,57,espana,ribera del duero,64.3,ribera del duero red,5.0,3.0
la rioja alta,rioja gran reserva 904,1987,4.5,57,espana,rioja,190.0,rioja red,4.0,3.0
marques de grinon,aaa,2004,4.5,56,espana,dominio de valdepusa,141.2,red,4.0,3.0
adama wines,tinto,2007,4.5,55,espana,ribera del duero,32.0,ribera del duero red,5.0,3.0
beronia,rioja gran reserva,1994,4.5,54,espana,rioja,61.0,rioja red,4.0,3.0
monte real,gran reserva,1964,4.5,54,espana,rioja,140.0,rioja red,4.0,3.0
toro albala,marques de poley amontillado seleccion 1951,1951,4.5,53,espana,montilla-moriles,169.95,pedro ximenez,5.0,1.0
bodegas valduero,ribera del duero reserva premium 6 anos,2014,4.5,53,espana,ribera del duero,49.9,ribera del duero red,5.0,3.0
enate,reserva especial,2006,4.5,53,espana,somontano,65.9,red,4.0,3.0
divina proporcion,platon tinto,2019,4.5,52,espana,toro,25.9,toro red,5.0,3.0
vina al lado de la casa,altos de las gateras monastrell,2013,4.5,51,espana,vino de espana,58.19,monastrell,5.0,3.0
dominio del aguila,canta la perdiz,2013,4.5,51,espana,ribera del duero,295.0,ribera del duero red,5.0,3.0
marques de la concordia,marques de la concordia vsg premium (formerly hacienda de susar rioja),2016,4.5,50,espana,rioja,35.5,rioja red,4.0,3.0
agusti torello mata,cava kripta gran reserva brut nature,2013,4.5,49,espana,cava,53.7,cava,2.0,3.0
penafiel,alba de miros rueda verdejo,2019,4.5,49,espana,rueda,9.9,verdejo,3.0,3.0
carmelo rodero,ribera del duero tsm,2006,4.5,48,espana,ribera del duero,40.8333333333333,ribera del duero red,5.0,3.0
dominio de cair,pendon de la aguilera,2010,4.5,47,espana,ribera del duero,299.286840932831,ribera del duero red,5.0,3.0
valquejigoso,v2 tinto,2009,4.5,49,espana,madrid,43.6838985,red,4.0,3.0
martinet,cami pesseroles,2016,4.5,46,espana,priorato,79.55,priorat red,4.0,3.0
cal pla,planots priorat,2013,4.5,46,espana,priorato,57.0,priorat red,4.0,3.0
veigamoura,blanco,2013,4.5,45,espana,rias baixas,14.96,ribera del duero red,4.0,3.0
vizcarra,celia,2011,4.5,44,espana,ribera del duero,60.06,ribera del duero red,5.0,3.0
matarromera,ribera del duero prestigio pago de las solanas,2010,4.5,44,espana,ribera del duero,237.0,ribera del duero red,5.0,3.0
legaris,calmo,2014,4.5,43,espana,ribera del duero,71.9,ribera del duero red,5.0,3.0
federico paternina,gran reserva,1928,4.5,43,espana,rioja,270.0,rioja red,4.0,3.0
marques de murrieta,dalmau rioja,2000,4.5,42,espana,rioja,48.5,rioja red,4.0,3.0
anima negra,son negre,2005,4.5,42,espana,mallorca,200.0,red,4.0,3.0
vinicola real,confesor rioja,2004,4.5,42,espana,rioja,107.5,rioja red,4.0,3.0
bodegas san roman,cartago paraje de pozo,2016,4.5,42,espana,toro,77.5,toro red,5.0,3.0
losada,la bienquerida,2019,4.5,41,espana,bierzo,32.9,mencia,3.0,3.0
clos d'agon,seleccion especial,2015,4.5,40,espana,cataluna,93.51,red,4.0,3.0
sacristia ab,saca unica,n.v.,4.5,39,espana,jerez-xeres-sherry,96.38,sherry,4.0,3.0
huerta de albala,taberner no. 1,2011,4.5,38,espana,cadiz,75.0,red,4.0,3.0
uvaguilera aguilera,palomero,2010,4.5,38,espana,ribera del duero,44.95,ribera del duero red,5.0,3.0
ysios,grano a grano,2017,4.5,37,espana,rioja,75.0,rioja red,4.0,3.0
finca villacreces,nebro ribera del duero,2015,4.5,37,espana,ribera del duero,143.38,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,1976,4.5,37,espana,ribera del duero,195.0,ribera del duero red,5.0,3.0
dehesa del carrizal,petit verdot,2018,4.5,36,espana,dehesa del carrizal,20.15,red,4.0,3.0
emilio hidalgo,santa ana pedro ximenez 1861,n.v.,4.5,36,espana,jerez-xeres-sherry,320.0,pedro ximenez,5.0,1.0
altos del terral,cuvee julia ribera del duero,2011,4.5,35,espana,ribera del duero,157.0,ribera del duero red,5.0,3.0
toro albala,don px seleccion,1949,4.5,34,espana,montilla-moriles,295.0,pedro ximenez,5.0,1.0
morca,garnacha,2019,4.5,33,espana,campo de borja,29.95,grenache,5.0,3.0
r. lopez de heredia,vina tondonia gran reserva,2001,4.5,33,espana,rioja,187.91,rioja red,4.0,3.0
martinet,cami pesseroles,2013,4.5,32,espana,priorato,113.2,priorat red,4.0,3.0
descendientes de j. palacios,las lamas bierzo (corullon),2018,4.5,32,espana,bierzo,120.0,mencia,3.0,3.0
castillo perelada,finca garbet,2015,4.5,32,espana,emporda,89.9,syrah,4.0,3.0
vinicola real,200 monges rioja reserva seleccion especial,2006,4.5,32,espana,rioja,59.25,rioja red,4.0,3.0
el regajal,galia clos santuy,2016,4.5,32,espana,castilla y leon,89.0,red,4.0,3.0
valderiz,tomas esteban,2011,4.5,32,espana,ribera del duero,71.3,ribera del duero red,5.0,3.0
jose pariente,finca las comas verdejo,2018,4.5,32,espana,rueda,34.5,verdejo,3.0,3.0
vega sicilia,valbuena 5o,1975,4.5,31,espana,ribera del duero,195.0,ribera del duero red,5.0,3.0
abadia retuerta,petit verdot,2004,4.5,31,espana,sardon de duero,160.81,red,4.0,3.0
amos baneres,diables,2018,4.5,31,espana,penedes,38.75,ribera del duero red,4.0,3.0
scala dei,st antoni de scala dei priorat,2017,4.5,30,espana,priorato,75.04,priorat red,4.0,3.0
gonzalez-byass,anada palo cortado 1987,1991,4.5,30,espana,jerez palo cortado,230.0,sherry,4.0,3.0
artadi,valdegines,2019,4.5,30,espana,vino de espana,40.0,tempranillo,4.0,2.0
clos erasmus,priorat,2018,4.5,30,espana,priorato,225.0,priorat red,4.0,3.0
bodegas valdelana,seda de oro reserva,2016,4.5,29,espana,rioja,69.0,rioja red,4.0,3.0
abel mendoza monge,grano a grano graciano - garnacha,2016,4.5,29,espana,rioja,55.14,grenache,5.0,3.0
tinto pesquera,reserva,1986,4.5,29,espana,ribera del duero,90.0,ribera del duero red,5.0,3.0
