winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
Vina Sastre,Regina Vides Ribera del Duero,2012,4.4,148,Espana,Ribera del Duero,65.34,Ribera Del Duero Red,5.0,3.0
Mustiguillo,Quincha Corral,2016,4.4,145,Espana,El Terrerazo,79.95,Red,4.0,3.0
Martinet,Els Escurcons,2014,4.4,143,Espana,Priorato,78.49,Priorat Red,4.0,3.0
Remirez de Ganuza,Rioja Reserva,2014,4.4,142,Espana,Rioja,49.9,Rioja Red,4.0,3.0
Vall Llach,Idus,2018,4.4,141,Espana,Priorato,35.5,Priorat Red,4.0,3.0
Astrales,Christina Ribera del Duero,2016,4.4,142,Espana,Ribera del Duero,50.76,Ribera Del Duero Red,5.0,3.0
Hacienda Lopez de Haro,Gran Reserva Classica Tinto,2001,4.4,135,Espana,Rioja,36.75,Rioja Red,4.0,3.0
Alto Moncayo,Aquilon Garnacha,2014,4.4,134,Espana,Campo de Borja,100.0,Grenache,5.0,3.0
Arzuaga,Reserva Ribera del Duero,2018,4.4,128,Espana,Ribera del Duero,32.15,Ribera Del Duero Red,5.0,3.0
Familia Torres,Perpetual,2017,4.4,127,Espana,Priorato,62.75,Priorat Red,4.0,3.0
Ferrer Bobet,Seleccio Especial Vinyes Velles,2016,4.4,123,Espana,Priorato,58.9,Priorat Red,4.0,3.0
Merum Priorati,El Cel,2015,4.4,123,Espana,Priorato,59.0,Priorat Red,4.0,3.0
Vall Llach,Porrera Vi de Vila,2017,4.4,122,Espana,Priorato,43.95,Priorat Red,4.0,3.0
Resalte,Gran Ribera del Duero,2010,4.4,122,Espana,Ribera del Duero,41.9188925,Ribera Del Duero Red,5.0,3.0
Scala Dei,Heretge Priorat,2017,4.4,120,Espana,Priorato,91.03,Priorat Red,4.0,3.0
Osborne,Sibarita Oloroso Jerez-Xeres-Sherry 30 Years V.O.R.S,2011,4.4,117,Espana,Jerez Oloroso,79.9,Sherry,4.0,3.0
Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2015,4.4,116,Espana,Ribera del Duero,71.95,Ribera Del Duero Red,5.0,3.0
Portal del Priorat,Clos del Portal Tros de Clos,2016,4.4,109,Espana,Priorato,56.95,Priorat Red,4.0,3.0
Vina Sastre,Pago de Santa Cruz,2019,4.4,109,Espana,Ribera del Duero,48.69,Ribera Del Duero Red,5.0,3.0
Bodegas Mas Alta,La Basseta,2016,4.4,108,Espana,Priorato,56.0,Priorat Red,4.0,3.0
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2017,4.4,106,Espana,Priorato,89.9,Priorat Red,4.0,3.0
Casa Rojo,Minami,2016,4.4,106,Espana,Jumilla,48.9,Monastrell,5.0,3.0
Alvaro Palacios,Vi de Vila Gratallops,2019,4.4,105,Espana,Priorato,54.5,Priorat Red,4.0,3.0
Bodegas Naluar & Acediano,Acediano,2016,4.4,104,Espana,Ribera del Duero,42.0,Ribera Del Duero Red,5.0,3.0
Cims de Porrera,Classic,2012,4.4,102,Espana,Priorato,49.95,Priorat Red,4.0,3.0
Murua,Veguin de Murua Gran Reserva,2012,4.4,101,Espana,Rioja,36.0,Rioja Red,4.0,3.0
Mas Doix,Doix,2015,4.4,100,Espana,Priorato,95.0,Priorat Red,4.0,3.0
Vinyes Domenech,Teixar,2015,4.4,99,Espana,Montsant,51.05,Montsant Red,4.0,3.0
Sei Solo,Tinto,2018,4.4,99,Espana,Ribera del Duero,52.9,Ribera Del Duero Red,5.0,3.0
Portal del Priorat,Clos del Portal Somni,2016,4.4,98,Espana,Priorato,33.03,Priorat Red,4.0,3.0
Castillo Perelada,Emporda Aires de Garbet,2017,4.4,98,Espana,Emporda,39.22,Red,4.0,3.0
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2014,4.4,97,Espana,Ribera del Duero,44.0,Ribera Del Duero Red,5.0,3.0
Vina Sastre,Regina Vides Ribera del Duero,2010,4.4,96,Espana,Ribera del Duero,101.1,Ribera Del Duero Red,5.0,3.0
Marques de Riscal,Baron de Chirel Rioja Reserva,2003,4.4,95,Espana,Rioja,77.0,Rioja Red,4.0,3.0
Casa Castillo,Pie Franco,2018,4.4,95,Espana,Jumilla,69.0,Monastrell,5.0,3.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2004,4.4,94,Espana,Rioja,90.0,Rioja Red,4.0,3.0
Sangenis I Vaque,Clos Monlleo,2011,4.4,94,Espana,Priorato,50.0,Priorat Red,4.0,3.0
Delgado Zuleta,B.Rodriguez La-Cave Quo Vadis?,2011,4.4,89,Espana,Jerez Amontillado,87.9,Sherry,4.0,3.0
Vinas del Vero,Blecua Somontano,2004,4.4,88,Espana,Somontano,69.0,Red,4.0,3.0
Merum Priorati,El Cel,2016,4.4,88,Espana,Priorato,64.0,Priorat Red,4.0,3.0
VALENCISO,Rioja Reserva 10 Anos Despues Edicion Limitada,2011,4.4,88,Espana,Rioja,57.9,Rioja Red,4.0,3.0
Mas Perinet,Perinet + Plus,2004,4.4,85,Espana,Priorato,54.05,Priorat Red,4.0,3.0
Espectacle del Montsant,Tinto,2017,4.4,85,Espana,Montsant,102.0,Montsant Red,4.0,3.0
Clos Mogador,Priorat,1999,4.4,85,Espana,Priorato,95.0,Priorat Red,4.0,3.0
Alvaro Palacios,Finca Dofi,2019,4.4,82,Espana,Priorato,84.55,Priorat Red,4.0,3.0
Vizcarra,Ribera del Duero Torralvo,2018,4.4,80,Espana,Ribera del Duero,32.45,Ribera Del Duero Red,5.0,3.0
Chozas Carrascal,El Cabernet F - Familiar,2017,4.4,80,Espana,Utiel-Requena,34.9,Red,4.0,3.0
Bodegas Vilano,Premium,2018,4.4,79,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0
Alonso del Yerro,Maria Ribera del Duero,2016,4.4,78,Espana,Ribera del Duero,53.9,Ribera Del Duero Red,5.0,3.0
Clos Figueras,Clos Figueres,2017,4.4,75,Espana,Priorato,53.4,Priorat Red,4.0,3.0
Alonso del Yerro,Maria Ribera del Duero,2015,4.4,75,Espana,Ribera del Duero,54.9,Ribera Del Duero Red,5.0,3.0
Sacristia AB,Amontillado Saca,2011,4.4,74,Espana,Jerez-Xeres-Sherry,62.02,Sherry,4.0,3.0
Ferrer Bobet,Seleccio Especial Vinyes Velles,2017,4.4,73,Espana,Priorato,64.35,Priorat Red,4.0,3.0
Teso La Monja,Victorino,2019,4.4,71,Espana,Toro,33.9,Toro Red,5.0,3.0
Bodegas Roda,Roda I Reserva Rioja,2017,4.4,71,Espana,Rioja,45.95,Rioja Red,4.0,3.0
Bodega Elias Mora,Toro 2V Premium,2005,4.4,70,Espana,Toro,44.0,Toro Red,5.0,3.0
Joan Simo,Les Eres Vinyes Velles,2015,4.4,70,Espana,Priorato,32.49,Priorat Red,4.0,3.0
Juan Pinero,Amontillado 30 Years Old V.O.R.S Sherry,2011,4.4,69,Espana,Jerez Amontillado,36.9,Sherry,4.0,3.0
Mas Llunes,Finca Butaros Vinya Centenaria,2015,4.4,67,Espana,Emporda,32.23,Red,4.0,3.0
Marques de Vargas,Seleccion Privada,2011,4.4,65,Espana,Rioja,68.0,Rioja Red,4.0,3.0
Protos,Seleccion Finca el Grajo Viejo,2017,4.4,65,Espana,Ribera del Duero,59.9,Ribera Del Duero Red,5.0,3.0
Oxer Wines,Kalamity Rioja,2017,4.4,65,Espana,Rioja,106.0,Rioja Red,4.0,3.0
Perinet,1194,2016,4.4,64,Espana,Priorato,105.8121097,Red,4.0,3.0
Romate,Old & Plus Pedro Ximenez,2011,4.4,64,Espana,Jerez Pedro Ximenes (PX),42.12,Sherry,4.0,3.0
Alvaro Palacios,Finca Dofi,1999,4.4,64,Espana,Priorato,75.0,Priorat Red,4.0,3.0
Remelluri,Granja Gran Reserva Rioja,2013,4.4,63,Espana,Rioja,53.9,Rioja Red,4.0,3.0
Vinicola Real,200 Monges Rioja Reserva,2012,4.4,62,Espana,Rioja,38.5,Rioja Red,4.0,3.0
Ramon Bilbao,Lalomba Finca Valhonta,2017,4.4,61,Espana,Rioja,56.75,Rioja Red,4.0,3.0
Clos Mogador,Manyetes,2017,4.4,61,Espana,Priorato,59.9,Priorat Red,4.0,3.0
Abadia Retuerta,Pago Valdebellon,2016,4.4,60,Espana,Sardon de Duero,65.9,Cabernet Sauvignon,4.0,3.0
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2016,4.4,58,Espana,Priorato,60.73,Priorat Red,4.0,3.0
Cal Batllet - Celler Ripoll Sans,5 Partides Gratallops Vi de La Vila,2014,4.4,58,Espana,Priorato,49.6,Priorat Red,4.0,3.0
Portia,Summa Edicion Limitada,2015,4.4,56,Espana,Ribera del Duero,89.97,Ribera Del Duero Red,5.0,3.0
Bodegas Mas Alta,Cirerets,2019,4.4,56,Espana,Priorato,37.9,Priorat Red,4.0,3.0
La Vicalanda,Gran Reserva,2015,4.4,55,Espana,Rioja,53.8,Rioja Red,4.0,3.0
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2015,4.4,55,Espana,Ribera del Duero,55.25,Ribera Del Duero Red,5.0,3.0
Ostatu,Gloria Rioja,2011,4.4,55,Espana,Rioja Alavesa,44.9,Rioja Red,4.0,3.0
Finca Valpiedra,Petra de Valpiedra Garnacha,2017,4.4,55,Espana,Rioja,32.9,Grenache,5.0,3.0
Vina Pomal,Alto de la Caseta,2015,4.4,54,Espana,Rioja,82.5,Rioja Red,4.0,3.0
Baigorri,Rioja B70,2014,4.4,52,Espana,Rioja,104.5,Rioja Red,4.0,3.0
Matarromera,Gran Reserva,2014,4.4,52,Espana,Ribera del Duero,74.55,Ribera Del Duero Red,5.0,3.0
Comenge,Don Miguel,2016,4.4,51,Espana,Ribera del Duero,31.9239296995019,Ribera Del Duero Red,5.0,3.0
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2017,4.4,51,Espana,Priorato,33.0,Priorat Red,4.0,3.0
Jesus Madrazo,Seleccion Rioja,2018,4.4,50,Espana,Rioja,32.0,Rioja Red,4.0,3.0
Albet i Noya,Marti Reserva Penedes,2015,4.4,49,Espana,Penedes,35.15,Red,4.0,3.0
Juan Pinero,Oloroso 30 Years Old V.O.R.S,2011,4.4,48,Espana,Jerez Oloroso,37.9,Sherry,4.0,3.0
Bodegas Amaren,El Cristo de Samaniego,2017,4.4,47,Espana,Rioja Alavesa,42.9,Rioja Red,4.0,3.0
Torre de Ona,Baron de Ona Rioja Reserva,1995,4.4,46,Espana,Rioja,50.0,Rioja Red,4.0,3.0
Monte Real,Gran Reserva,1978,4.4,45,Espana,Rioja,97.0,Rioja Red,4.0,3.0
Legaris,La Aguilera,2016,4.4,44,Espana,Ribera del Duero,32.5,Ribera Del Duero Red,5.0,3.0
Vinas del Vero,Blecua Somontano,2014,4.4,43,Espana,Somontano,74.95,Red,4.0,3.0
Cims de Porrera,Solanes Priorat,2003,4.4,43,Espana,Priorato,38.66,Priorat Red,4.0,3.0
Martinet,Cami Pesseroles,2017,4.4,42,Espana,Priorato,75.5,Priorat Red,4.0,3.0
Vinedos Hermanos Hernaiz,Finca La Emperatriz Vinedo Singular Tinto,2017,4.4,41,Espana,Rioja Alta,33.55,Rioja Red,4.0,3.0
Bodegas Imperiales - Abadia de San Quirce,Finca Helena,2015,4.4,40,Espana,Ribera del Duero,59.9,Ribera Del Duero Red,5.0,3.0
Albet i Noya,Marti Reserva Penedes,2016,4.4,39,Espana,Penedes,33.8,Red,4.0,3.0
Venta Las Vacas,La Cuartilleja Reserva,2016,4.4,39,Espana,Ribera del Duero,39.9,Ribera Del Duero Red,5.0,3.0
Figuero,Noble,2015,4.4,38,Espana,Ribera del Duero,60.0,Ribera Del Duero Red,5.0,3.0
Baigorri,De Garage Rioja,2005,4.4,37,Espana,Rioja,40.0,Rioja Red,4.0,3.0
Pago Calzadilla,Gran Calzadilla,2010,4.4,37,Espana,Pago Calzadilla,34.75,Red,4.0,3.0
Fernandez Gao,Oloroso,2011,4.4,38,Espana,Jerez-Xeres-Sherry,59.9,Sherry,4.0,3.0
Castillo Perelada,Emporda Aires de Garbet,2018,4.4,36,Espana,Emporda,38.5,Red,4.0,3.0
Marques de Riscal,Rioja Gran Reserva,1996,4.4,36,Espana,Rioja,38.12,Rioja Red,4.0,3.0
Harveys,30 Years V.O.R.S Very Old Palo Cortado Blend Medium Sherry,2011,4.4,35,Espana,Jerez Palo Cortado,65.0,Sherry,4.0,3.0
Farina,Campus Gothorum,2017,4.4,35,Espana,Toro,41.0,Toro Red,5.0,3.0
Tinto Pesquera,Gran Reserva,2015,4.4,35,Espana,Ribera del Duero,74.5,Ribera Del Duero Red,5.0,3.0
Equipo Navazos,La Bota 90 de Manzanilla Pasada,2011,4.4,35,Espana,Manzanilla,39.75,Sherry,4.0,3.0
Bodegas Casa Primicia,Cofradia,2014,4.4,34,Espana,Rioja,38.0,Rioja Red,4.0,3.0
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2009,4.4,34,Espana,Priorato,69.0,Priorat Red,4.0,3.0
Xaloc,Monada,2013,4.4,33,Espana,Mallorca,35.4,Red,4.0,3.0
Scala Dei,Heretge Priorat,2018,4.4,33,Espana,Priorato,39.99,Priorat Red,4.0,3.0
Carlos Moro,Vina Garugele,2015,4.4,32,Espana,Rioja,75.8,Rioja Red,4.0,3.0
Bodegas Luis Perez,Petit Verdot,2013,4.4,32,Espana,Andalucia,52.5,Red,4.0,3.0
Conreria d'Scala Dei,Voltons,2017,4.4,32,Espana,Priorato,51.95,Priorat Red,4.0,3.0
Traslascuestas,Valcavado de Traslascuestas,2014,4.4,31,Espana,Ribera del Duero,35.48,Ribera Del Duero Red,5.0,3.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2019,4.4,31,Espana,Rioja,60.61,Rioja Red,4.0,3.0
Lopez Cristobal,Seleccion,2012,4.4,31,Espana,Ribera del Duero,35.35,Ribera Del Duero Red,5.0,3.0
Clos Mogador,Manyetes,2018,4.4,30,Espana,Priorato,74.56,Priorat Red,4.0,3.0
Sota els Angels,Tinto,2007,4.4,30,Espana,Emporda,33.4,Red,4.0,3.0
Mas Blanch I Jove,Sao Expressiu,2012,4.4,28,Espana,Costers del Segre,34.5,Red,4.0,3.0
Anayon,Carinena Parcela 15 Vinas Viejas,2017,4.4,28,Espana,Carinena,54.9,Red,4.0,3.0
David Moreno,Vobiscum,2015,4.4,28,Espana,Rioja,31.99,Rioja Red,4.0,3.0
Marques de Riscal,Baron de Chirel Rioja Reserva,2017,4.4,27,Espana,Rioja,95.0,Rioja Red,4.0,3.0
Barahonda,Zona Zepa Monastrell,2015,4.4,26,Espana,Yecla,59.9,Monastrell,5.0,3.0
Vina Pomal,Reserva,1970,4.4,25,Espana,Rioja,72.0,Rioja Red,4.0,3.0
Bodegas Asenjo & Manso,Silvanus Edicion Limitada Ribera del Duero,2015,4.4,25,Espana,Ribera del Duero,46.0,Ribera Del Duero Red,5.0,3.0
R. Lopez de Heredia,Vina Tondonia Reserva,2008,4.3,6521,Espana,Rioja,37.9,Rioja Red,4.0,3.0
Pintia,Toro,2010,4.3,6345,Espana,Toro,79.75,Toro Red,5.0,3.0
Dominio de Pingus,PSI,2017,4.3,4457,Espana,Ribera del Duero,33.9,Ribera Del Duero Red,5.0,3.0
Aalto,Tinto,2016,4.3,1884,Espana,Ribera del Duero,65.9,Ribera Del Duero Red,5.0,3.0
Bodegas San Roman,Tinto,2015,4.3,1846,Espana,Toro,33.66,Toro Red,5.0,3.0
Familia Torres,Mas La Plana Cabernet Sauvignon,2015,4.3,1797,Espana,Penedes,55.0,Cabernet Sauvignon,4.0,3.0
Bodega Numanthia,Numanthia,2015,4.3,1743,Espana,Toro,36.9,Toro Red,5.0,3.0
Pago de Los Capellanes,Reserva Tinto,2016,4.3,1638,Espana,Ribera del Duero,34.5,Ribera Del Duero Red,5.0,3.0
Imperial,Rioja Gran Reserva,2012,4.3,1615,Espana,Rioja,47.9,Rioja Red,4.0,3.0
Alto Moncayo,Garnacha,2014,4.3,1544,Espana,Campo de Borja,36.94,Grenache,5.0,3.0
La Rioja Alta,Rioja Gran Reserva 904,1998,4.3,1528,Espana,Rioja,75.0,Rioja Red,4.0,3.0
Remirez de Ganuza,Rioja Reserva,2006,4.3,1493,Espana,Rioja,58.0,Rioja Red,4.0,3.0
La Rioja Alta,Vina Arana Gran Reserva,2012,4.3,1471,Espana,Rioja,32.55,Rioja Red,4.0,3.0
Gonzalez-Byass,Matusalem Sherry VORS,2011,4.3,1452,Espana,Jerez Oloroso,63.34,Sherry,4.0,3.0
Marques de Vargas,Reserva Privada Rioja,2014,4.3,1367,Espana,Rioja,37.9,Rioja Red,4.0,3.0
Bodegas Valduero,Ribera del Duero Una Cepa I,2014,4.3,1362,Espana,Ribera del Duero,46.95,Ribera Del Duero Red,5.0,3.0
Bodegas Roda,Roda I Reserva Rioja,2008,4.3,1330,Espana,Rioja,39.22,Rioja Red,4.0,3.0
Gonzalez-Byass,Apostoles 30 Years Old Sherry,2011,4.3,1247,Espana,Jerez Palo Cortado,74.0,Sherry,4.0,3.0
Vinicola Real,200 Monges Rioja Reserva,2010,4.3,1230,Espana,Rioja,35.0,Rioja Red,4.0,3.0
Teso La Monja,Victorino,2014,4.3,1178,Espana,Toro,38.0,Toro Red,5.0,3.0
Garmon,Ribera del Duero,2016,4.3,1119,Espana,Ribera del Duero,33.59,Ribera Del Duero Red,5.0,3.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,4.3,1118,Espana,Rioja,94.95,Rioja Red,4.0,3.0
Marques de Caceres,Gaudium,2012,4.3,1116,Espana,Rioja,36.91,Rioja Red,4.0,3.0
Vinedos de Paganos,El Puntido,2014,4.3,1067,Espana,Rioja,86.15,Rioja Red,4.0,3.0
Marques de Riscal,Rioja Gran Reserva,2013,4.3,995,Espana,Rioja,39.9,Rioja Red,4.0,3.0
Vinedos de Paganos,El Puntido,2015,4.3,929,Espana,Rioja,33.82,Rioja Red,4.0,3.0
Marques de Murrieta,Dalmau Rioja,2012,4.3,916,Espana,Rioja,67.95,Rioja Red,4.0,3.0
Marques de Murrieta,Dalmau Rioja,2013,4.3,912,Espana,Rioja,60.95,Rioja Red,4.0,3.0
Marques de Vargas,Gran Reserva Rioja,2011,4.3,901,Espana,Rioja,35.01,Rioja Red,4.0,3.0
Muga,Torre Muga,2011,4.3,900,Espana,Rioja,69.95,Rioja Red,4.0,3.0
Teso La Monja,Victorino,2013,4.3,878,Espana,Toro,34.22,Toro Red,5.0,3.0
Imperial,Rioja Gran Reserva,2014,4.3,835,Espana,Rioja,49.75,Rioja Red,4.0,3.0
Ferrer Bobet,Priorat Vinyes Velles,2016,4.3,828,Espana,Priorato,33.95,Priorat Red,4.0,3.0
Alvaro Palacios,Finca Dofi,2012,4.3,814,Espana,Priorato,80.0,Priorat Red,4.0,3.0
Senorio de San Vicente,San Vicente Rioja,2014,4.3,811,Espana,Rioja,36.0,Rioja Red,4.0,3.0
Vinicola Real,200 Monges Rioja Reserva,2009,4.3,760,Espana,Rioja,39.5,Rioja Red,4.0,3.0
Vinedos de Paganos,El Puntido Gran Reserva,2006,4.3,754,Espana,Rioja,40.0,Rioja Red,4.0,3.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,4.3,749,Espana,Rioja,39.78,Rioja Red,4.0,3.0
Anima Negra,An,2017,4.3,740,Espana,Mallorca,39.98,Red,4.0,3.0
Muga,Torre Muga,2014,4.3,728,Espana,Rioja,69.9,Rioja Red,4.0,3.0
Senorio de San Vicente,San Vicente Rioja,2007,4.3,724,Espana,Rioja,77.7,Rioja Red,4.0,3.0
Clos Mogador,Priorat,2009,4.3,723,Espana,Priorato,95.0,Priorat Red,4.0,3.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014,4.3,685,Espana,Rioja,50.0,Rioja Red,4.0,3.0
Remelluri,Granja Gran Reserva Rioja,2009,4.3,682,Espana,Rioja,57.8,Rioja Red,4.0,3.0
Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006,4.3,675,Espana,Ribera del Duero,70.0,Ribera Del Duero Red,5.0,3.0
Marques de Riscal,Baron de Chirel Rioja Reserva,2014,4.3,661,Espana,Rioja,62.95,Rioja Red,4.0,3.0
Arzuaga,Reserva Ribera del Duero,2014,4.3,641,Espana,Ribera del Duero,33.9,Ribera Del Duero Red,5.0,3.0
Alvaro Palacios,Finca Dofi,2011,4.3,613,Espana,Priorato,80.0,Priorat Red,4.0,3.0
Alvaro Palacios,Finca Dofi,2013,4.3,605,Espana,Priorato,80.0,Priorat Red,4.0,3.0
Garmon,Ribera del Duero,2017,4.3,598,Espana,Ribera del Duero,40.92,Ribera Del Duero Red,5.0,3.0
Clos Mogador,Priorat,2008,4.3,592,Espana,Priorato,95.0,Priorat Red,4.0,3.0
Bodegas Tradicion,Oloroso Tradicion Vors 30 Years,2011,4.3,590,Espana,Jerez Oloroso,58.9,Sherry,4.0,3.0
Carmelo Rodero,Ribera del Duero TSM,2019,4.3,577,Espana,Ribera del Duero,67.5,Ribera Del Duero Red,5.0,3.0
Abadia Retuerta,Pago Valdebellon,2015,4.3,569,Espana,Sardon de Duero,67.45,Cabernet Sauvignon,4.0,3.0
Protos,Gran Reserva,2014,4.3,553,Espana,Ribera del Duero,41.95,Ribera Del Duero Red,5.0,3.0
Dominio de Cair,Tierras de Cair Reserva,2012,4.3,535,Espana,Ribera del Duero,38.3,Ribera Del Duero Red,5.0,3.0
Protos,Seleccion Finca el Grajo Viejo,2014,4.3,530,Espana,Ribera del Duero,59.87,Ribera Del Duero Red,5.0,3.0
Familia Torres,Perpetual,2016,4.3,530,Espana,Priorato,63.5,Priorat Red,4.0,3.0
Clos Erasmus,Laurel,2017,4.3,527,Espana,Priorato,46.88,Priorat Red,4.0,3.0
Clos Mogador,Priorat,2006,4.3,527,Espana,Priorato,95.0,Priorat Red,4.0,3.0
Alvaro Palacios,Finca Dofi,2017,4.3,522,Espana,Priorato,99.9,Priorat Red,4.0,3.0
Teso La Monja,Victorino,2011,4.3,517,Espana,Toro,47.01,Toro Red,5.0,3.0
Ferrer Bobet,Priorat Vinyes Velles,2011,4.3,501,Espana,Priorato,49.9,Priorat Red,4.0,3.0
Vinedos de Paganos,El Puntido,2016,4.3,474,Espana,Rioja,33.0,Rioja Red,4.0,3.0
Ramon Bilbao,Mirto,2014,4.3,473,Espana,Rioja,48.34,Rioja Red,4.0,3.0
Muga,Torre Muga,2005,4.3,468,Espana,Rioja,99.9,Rioja Red,4.0,3.0
Alvaro Palacios,Vi de Vila Gratallops,2017,4.3,463,Espana,Priorato,54.9,Priorat Red,4.0,3.0
Alvaro Palacios,Vi de Vila Gratallops,2016,4.3,461,Espana,Priorato,48.75,Priorat Red,4.0,3.0
Alion,Ribera del Duero,2000,4.3,456,Espana,Ribera del Duero,98.0,Ribera Del Duero Red,5.0,3.0
Contino,Rioja Gran Reserva,2015,4.3,453,Espana,Rioja,40.45,Rioja Red,4.0,3.0
Bodegas Roda,Roda Reserva Rioja,2004,4.3,452,Espana,Rioja,81.35,Rioja Red,4.0,3.0
Monte Real,Gran Reserva,1998,4.3,445,Espana,Rioja,34.9,Rioja Red,4.0,3.0
Hacienda Monasterio,Reserva,2013,4.3,431,Espana,Ribera del Duero,53.95,Ribera Del Duero Red,5.0,3.0
Remirez de Ganuza,Rioja Vina Coqueta,2008,4.3,429,Espana,Rioja,56.7603202298046,Rioja Red,4.0,3.0
Protos,Seleccion Finca el Grajo Viejo,2010,4.3,427,Espana,Ribera del Duero,62.74,Ribera Del Duero Red,5.0,3.0
Pintia,Toro,2003,4.3,422,Espana,Toro,107.0,Toro Red,5.0,3.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2013,4.3,405,Espana,Rioja,42.0,Rioja Red,4.0,3.0
Clos Erasmus,Laurel,2018,4.3,397,Espana,Priorato,36.57,Priorat Red,4.0,3.0
Alvaro Palacios,Finca Dofi,2009,4.3,384,Espana,Priorato,85.0,Priorat Red,4.0,3.0
Clos Mogador,Priorat,2005,4.3,375,Espana,Priorato,110.0,Priorat Red,4.0,3.0
Cepa 21,Malabrigo Ribera del Duero,2015,4.3,374,Espana,Ribera del Duero,53.5,Ribera Del Duero Red,5.0,3.0
Vinedos de Paganos,El Puntido,2017,4.3,371,Espana,Rioja,35.95,Rioja Red,4.0,3.0
Vall Llach,Porrera Vi de Vila,2012,4.3,364,Espana,Priorato,40.5,Priorat Red,4.0,3.0
Quinta Sardonia,QS,2014,4.3,358,Espana,Castilla y Leon,35.85,Red,4.0,3.0
Comenge,Don Miguel Comenge Reserva,2011,4.3,355,Espana,Ribera del Duero,38.4,Ribera Del Duero Red,5.0,3.0
Bodega Numanthia,Numanthia,2016,4.3,345,Espana,Toro,39.53,Toro Red,5.0,3.0
Alvaro Palacios,Vi de Vila Gratallops,2018,4.3,344,Espana,Priorato,53.95,Priorat Red,4.0,3.0
Contino,Vina del Olivo,2011,4.3,260,Espana,Rioja,63.95,Rioja Red,4.0,3.0
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2009,4.3,251,Espana,Ribera del Duero,107.74,Ribera Del Duero Red,5.0,3.0
Ordonez,Vatan Tinta de Toro,2018,4.3,247,Espana,Toro,33.6,Toro Red,5.0,3.0
Scala Dei,Masdeu,2013,4.3,242,Espana,Priorato,84.9,Priorat Red,4.0,3.0
Penafiel,Silencio de Miros Ribera Del Duero,2015,4.3,239,Espana,Ribera del Duero,42.35,Ribera Del Duero Red,5.0,3.0
Abadia Retuerta,Pago Valdebellon,2014,4.3,237,Espana,Sardon de Duero,64.5,Cabernet Sauvignon,4.0,3.0
Clos Figueras,Clos Figueres,2012,4.3,237,Espana,Priorato,49.61,Priorat Red,4.0,3.0
Martinet,Clos Martinet,2017,4.3,222,Espana,Priorato,60.45,Priorat Red,4.0,3.0
Contino,Rioja Graciano,2015,4.3,220,Espana,Rioja,62.5,Rioja Red,4.0,3.0
Clos Figueras,Clos Figueres,2016,4.3,219,Espana,Priorato,57.49,Priorat Red,4.0,3.0
Tresmano - Tr3smano,Vendimia,2018,4.3,215,Espana,Ribera del Duero,34.25,Ribera Del Duero Red,5.0,3.0
Alvaro Palacios,Finca Dofi,2007,4.3,209,Espana,Priorato,80.0,Priorat Red,4.0,3.0
Venus la Universal,Venus,2009,4.3,207,Espana,Montsant,59.55,Montsant Red,4.0,3.0
Vall Llach,Porrera Vi de Vila,2016,4.3,205,Espana,Priorato,50.67,Priorat Red,4.0,3.0
Bodegas Roda,Roda I Reserva Rioja,2001,4.3,202,Espana,Rioja,91.0,Rioja Red,4.0,3.0
Alvaro Palacios,Finca Dofi,2000,4.3,202,Espana,Priorato,88.0,Priorat Red,4.0,3.0
Clos Figueras,Clos Figueres,2015,4.3,201,Espana,Priorato,70.89,Priorat Red,4.0,3.0
Casa Castillo,Pie Franco,2016,4.3,200,Espana,Jumilla,59.9,Monastrell,5.0,3.0
El Grillo y La Luna,Grillo,2012,4.3,200,Espana,Somontano,32.9,Red,4.0,3.0
Ferrer Bobet,Seleccio Especial Vinyes Velles,2014,4.3,197,Espana,Priorato,64.0,Priorat Red,4.0,3.0
Marques de Grinon,Emeritvs (Emeritus),2011,4.3,197,Espana,Dominio de Valdepusa,47.0,Red,4.0,3.0
Campillo,Finca Cuesta Clara Raro Reserva,2011,4.3,194,Espana,Rioja,32.0,Rioja Red,4.0,3.0
Martinet,Clos Martinet,2006,4.3,192,Espana,Priorato,110.0,Priorat Red,4.0,3.0
Mas Doix,Doix,2012,4.3,191,Espana,Priorato,82.0,Priorat Red,4.0,3.0
